Geographic_Area_Name,zipCode,Median_number_of_rooms_2011,Median_number_of_rooms_2012,Median_number_of_rooms_2013,Median_number_of_rooms_2014,Median_number_of_rooms_2015,Median_number_of_rooms_2016,Median_number_of_rooms_2017,Median_number_of_rooms_2018,Median_number_of_rooms_2019,Median_number_of_rooms_2020,Median_number_of_rooms_2021,Median_number_of_rooms_2022,Median_number_of_rooms_2023,Median_number_of_rooms_2024
ZCTA5 77468,77468,5.2,5.2,5.0,5.0,5.0,-,-,-,-,-,-,-,-,-
ZCTA5 77469,77469,6.0,6.0,6.1,6.0,6.1,6.1,6.1,6.0,6.1,6.1,6.1,6.0,6.2,6.1
ZCTA5 77470,77470,5.1,5.7,5.5,5.4,5.7,5.3,4.5,4.4,4.1,4.2,4.4,4.4,4.5,5.1
ZCTA5 77471,77471,5.0,5.0,5.1,5.1,5.2,5.3,5.3,5.3,5.4,5.5,5.4,5.5,5.4,5.4
ZCTA5 77473,77473,4.4,4.7,5.3,5.9,5.9,6.0,6.7,7.1,6.8,6.8,6.0,6.2,-,-
ZCTA5 77474,77474,5.3,5.4,5.6,5.7,5.6,5.6,5.5,5.5,5.4,5.5,5.4,5.4,5.5,5.4
ZCTA5 77475,77475,4.5,4.4,4.5,4.7,5.3,4.4,4.8,4.9,5.0,5.0,5.2,5.2,5.1,5.5
ZCTA5 77476,77476,7.8,6.8,5.2,6.8,6.8,6.9,6.8,5.9,5.7,5.9,6.5,6.6,7.1,7.6
ZCTA5 77477,77477,4.8,4.8,4.9,4.9,5.0,4.9,4.8,4.7,4.8,4.8,4.6,4.6,4.6,4.5
ZCTA5 77478,77478,7.0,6.9,6.9,6.9,6.9,6.9,6.9,7.0,7.0,6.9,6.8,6.8,6.7,6.6
ZCTA5 77479,77479,7.6,7.7,7.7,7.7,7.8,7.8,7.8,7.7,7.7,7.5,7.6,7.7,7.6,7.5
ZCTA5 77480,77480,5.6,5.6,5.6,5.5,5.4,5.3,5.2,5.5,5.5,5.4,5.4,5.4,5.2,5.3
ZCTA5 77481,77481,7.9,-,-,-,5.2,6.0,5.3,4.9,5.8,6.0,6.1,6.1,6.0,6.0
ZCTA5 77482,77482,5.2,5.5,5.3,5.2,5.2,5.2,5.1,5.3,5.3,5.5,5.4,5.5,6.0,5.9
ZCTA5 77483,77483,4.3,4.6,5.1,5.5,5.0,4.9,4.4,4.3,4.3,4.4,4.6,4.5,5.2,5.1
ZCTA5 77484,77484,5.5,5.6,5.6,5.5,5.5,5.6,5.5,5.5,5.6,5.8,5.5,5.6,5.4,5.4
ZCTA5 77485,77485,5.4,5.4,5.5,5.7,5.5,5.6,5.4,5.4,5.4,6.1,6.0,5.9,5.9,5.9
ZCTA5 77486,77486,5.5,5.5,5.5,5.4,5.2,5.2,5.3,5.4,5.4,5.9,6.0,5.9,5.8,5.8
ZCTA5 77488,77488,5.1,5.1,5.1,5.1,5.2,5.1,5.2,5.1,5.1,5.1,5.1,5.0,5.2,5.1
ZCTA5 77489,77489,6.1,6.1,6.2,6.1,6.2,6.2,6.2,6.1,6.2,6.1,6.1,6.1,6.1,6.1
ZCTA5 77493,77493,6.5,6.6,6.7,6.5,6.5,6.5,6.4,6.5,6.5,6.4,6.5,6.4,6.3,6.3
ZCTA5 77494,77494,7.9,8.0,7.9,7.9,7.8,7.8,7.7,7.7,7.6,7.7,7.5,7.4,7.3,7.3
ZCTA5 77498,77498,6.3,6.2,6.2,6.2,6.3,6.3,6.4,6.4,6.4,6.3,6.2,6.2,6.2,6.2
ZCTA5 77502,77502,5.2,5.2,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.4
ZCTA5 77503,77503,4.9,4.9,4.9,4.8,4.9,4.9,4.9,5.0,4.9,4.9,4.9,5.0,5.0,5.1
ZCTA5 77504,77504,4.4,4.4,4.4,4.4,4.3,4.4,4.3,4.3,4.4,4.4,4.4,4.5,4.6,4.6
ZCTA5 77505,77505,5.7,5.7,5.6,5.6,5.5,5.5,5.6,5.6,5.5,5.6,5.6,5.6,5.8,5.8
ZCTA5 77506,77506,4.5,4.5,4.5,4.5,4.5,4.4,4.4,4.4,4.5,4.4,4.4,4.5,4.5,4.5
ZCTA5 77507,77507,-,-,-,-,-,-,-,-,3.2,3.3,3.5,3.8,3.5,3.6
ZCTA5 77510,77510,5.5,5.6,5.7,5.7,5.7,5.8,5.7,5.7,5.8,6.0,5.8,5.9,5.9,6.0
ZCTA5 77511,77511,5.2,5.2,5.2,5.2,5.2,5.3,5.3,5.3,5.3,5.4,5.3,5.3,5.2,5.2
ZCTA5 77514,77514,5.1,5.1,5.1,5.2,5.2,5.3,5.3,5.4,5.2,5.1,5.0,5.1,5.4,5.5
ZCTA5 77515,77515,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.3,5.4,5.3,5.3,5.4
ZCTA5 77517,77517,5.9,5.8,5.8,5.9,5.6,5.4,5.6,5.5,5.3,5.7,6.0,5.8,5.8,5.9
ZCTA5 77518,77518,4.8,4.9,4.9,4.8,4.9,4.9,5.0,5.0,5.2,5.3,5.3,5.1,5.2,4.9
ZCTA5 77519,77519,5.2,5.1,5.1,5.0,5.0,5.1,5.0,5.2,5.8,6.2,5.1,5.4,5.6,5.8
ZCTA5 77520,77520,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.2,5.1,5.1,5.0,5.0,5.2
ZCTA5 77521,77521,5.3,5.3,5.3,5.2,5.2,5.3,5.4,5.4,5.4,5.4,5.5,5.4,5.6,5.6
ZCTA5 77523,77523,6.4,6.3,6.4,6.3,6.4,6.3,6.5,6.6,6.6,6.8,6.7,7.0,6.9,7.1
ZCTA5 77530,77530,5.3,5.4,5.4,5.3,5.3,5.3,5.3,5.3,5.4,5.3,5.2,5.3,5.4,5.3
ZCTA5 77531,77531,4.6,4.7,4.5,4.6,4.5,4.6,4.7,4.8,4.8,4.8,4.8,4.9,4.8,4.7
ZCTA5 77532,77532,5.7,5.8,5.7,5.7,5.7,5.7,5.8,5.8,5.9,6.0,6.2,6.2,6.2,6.2
ZCTA5 77533,77533,5.1,5.0,5.3,5.6,5.3,5.4,5.4,5.3,5.1,5.3,5.4,5.3,5.2,5.2
ZCTA5 77534,77534,5.6,5.6,5.5,5.5,5.6,5.4,5.4,5.3,5.6,5.7,5.9,5.6,5.7,5.5
ZCTA5 77535,77535,5.3,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.5,5.5,5.5,5.7,5.7
ZCTA5 77536,77536,6.0,6.0,5.9,5.9,5.9,5.9,6.0,6.0,6.0,6.0,6.1,6.1,6.1,6.1
ZCTA5 77538,77538,5.5,5.6,5.5,5.4,5.4,5.6,5.5,5.6,5.6,5.7,5.7,5.8,5.3,5.4
ZCTA5 77539,77539,5.3,5.4,5.4,5.2,5.3,5.3,5.3,5.4,5.5,5.6,5.7,5.7,5.9,5.8
ZCTA5 77541,77541,4.8,4.7,4.8,4.9,4.9,4.9,4.9,4.9,4.9,4.8,4.8,4.8,4.9,5.0
ZCTA5 77545,77545,6.8,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.8,6.8,6.6,6.4,6.2,6.1
ZCTA5 77546,77546,6.9,6.8,6.8,6.8,6.8,6.8,6.9,6.8,6.9,6.8,6.8,6.9,6.9,6.9
ZCTA5 77547,77547,5.2,5.4,5.5,5.5,5.4,5.3,5.2,5.3,5.3,5.3,5.2,5.1,5.3,5.2
ZCTA5 77550,77550,4.4,4.4,4.4,4.4,4.5,4.5,4.5,4.6,4.7,4.8,4.7,4.7,4.6,4.4
ZCTA5 77551,77551,4.4,4.6,4.6,4.4,4.4,4.5,4.5,4.5,4.6,4.7,4.7,4.7,4.7,4.5
ZCTA5 77554,77554,4.6,4.7,4.8,4.8,4.9,5.0,5.0,5.0,5.1,5.2,5.1,5.1,5.0,4.9
ZCTA5 77555,77555,,,,,,,,,,,-,-,-,-
ZCTA5 77560,77560,5.2,5.2,4.7,5.1,4.6,4.6,5.6,5.4,4.9,5.4,5.4,6.2,6.0,5.4
ZCTA5 77561,77561,4.3,4.2,4.2,4.6,4.6,5.1,5.4,6.0,5.7,5.6,-,-,-,5.8
ZCTA5 77562,77562,5.6,5.6,5.6,5.8,5.8,5.7,5.8,5.8,5.7,5.7,5.8,5.9,5.7,5.8
ZCTA5 77563,77563,5.0,5.1,5.1,5.1,5.2,5.2,5.2,5.2,5.1,5.1,5.1,5.1,5.3,5.3
ZCTA5 77564,77564,5.3,5.6,5.4,5.3,5.4,5.3,5.4,5.5,5.9,5.8,5.9,5.7,5.4,5.2
ZCTA5 77565,77565,5.2,5.3,5.1,5.1,5.1,5.0,5.0,5.1,5.2,5.2,5.6,5.5,5.4,5.3
ZCTA5 77566,77566,6.0,5.9,5.8,5.6,5.6,5.6,5.7,5.8,5.9,5.9,5.8,5.8,5.7,5.7
ZCTA5 77568,77568,5.6,5.5,5.5,5.6,5.4,5.4,5.6,5.5,5.4,5.6,5.8,5.8,5.7,5.7
ZCTA5 77571,77571,5.8,5.8,5.8,5.8,5.7,5.7,5.7,5.7,5.7,5.8,5.7,5.7,5.7,5.7
ZCTA5 77573,77573,6.5,6.5,6.4,6.4,6.5,6.6,6.7,6.7,6.8,6.7,6.6,6.5,6.6,6.7
ZCTA5 77575,77575,5.4,5.5,5.6,5.6,5.6,5.6,5.5,5.6,5.5,5.5,5.4,5.4,5.2,5.3
ZCTA5 77577,77577,5.5,5.4,5.6,5.5,5.6,5.5,5.5,5.6,5.6,5.5,5.4,5.5,5.3,5.3
ZCTA5 77578,77578,6.6,6.6,6.4,6.5,6.4,6.4,6.4,6.5,6.4,6.5,6.4,6.7,6.8,6.7
ZCTA5 77580,77580,6.1,6.0,5.9,6.2,9.0+,9.0+,9.0+,8.2,7.7,7.8,-,-,-,-
ZCTA5 77581,77581,6.3,6.4,6.4,6.3,6.3,6.4,6.4,6.5,6.6,6.5,6.5,6.4,6.4,6.3
ZCTA5 77582,77582,,,,,,,,,,,5.4,5.3,5.3,-
ZCTA5 77583,77583,5.9,6.1,6.1,6.1,6.1,6.1,6.2,6.2,6.3,6.4,6.5,6.4,6.4,6.3
ZCTA5 77584,77584,6.9,6.8,6.9,6.9,6.9,6.8,6.9,6.7,6.7,6.7,6.7,6.6,6.5,6.5
ZCTA5 77585,77585,5.4,5.2,5.1,5.0,5.1,5.2,5.2,5.1,4.9,5.0,5.0,5.1,5.0,4.9
ZCTA5 77586,77586,6.5,6.5,6.5,6.4,6.2,6.2,6.2,6.1,6.0,6.1,6.2,6.1,6.4,6.5
ZCTA5 77587,77587,4.8,4.7,4.7,4.8,4.8,4.9,4.9,4.9,4.8,5.1,5.1,5.1,5.1,5.2
ZCTA5 77590,77590,5.2,5.3,5.3,5.3,5.3,5.2,5.2,5.2,5.3,5.2,5.2,5.3,5.2,5.1
ZCTA5 77591,77591,5.3,5.2,5.2,5.2,5.1,5.2,5.2,5.2,5.2,5.3,5.3,5.3,5.1,5.4
ZCTA5 77597,77597,5.7,5.9,6.2,6.0,5.9,5.6,6.2,6.3,6.6,7.1,6.8,6.1,6.2,3.5
ZCTA5 77598,77598,3.8,3.8,3.9,3.9,4.0,4.1,4.1,4.1,4.0,3.9,3.9,4.0,4.0,4.0
ZCTA5 77611,77611,5.3,5.5,5.6,5.6,5.5,5.7,5.8,5.7,5.8,5.7,5.8,5.8,5.8,5.8
ZCTA5 77612,77612,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.2,5.0,5.0,5.0,5.0,5.1
ZCTA5 77613,77613,5.6,5.7,5.5,5.6,5.6,5.6,5.5,5.4,5.3,5.0,5.4,5.0,5.3,5.2
ZCTA5 77614,77614,5.3,5.7,5.4,5.2,4.9,5.0,4.9,5.6,4.5,5.5,4.4,4.4,4.3,4.8
ZCTA5 77615,77615,4.9,5.1,5.1,5.3,5.6,5.5,5.4,5.3,5.2,4.7,4.8,4.8,4.8,4.8
ZCTA5 77616,77616,4.9,4.9,4.7,4.8,4.6,4.7,4.5,4.5,4.7,5.0,4.7,6.7,4.4,4.3
ZCTA5 77617,77617,3.5,3.3,3.5,3.6,4.2,4.2,4.4,4.5,4.1,3.6,3.6,3.3,3.2,3.9
ZCTA5 77619,77619,5.3,5.4,5.4,5.4,5.4,5.5,5.5,5.5,5.5,5.4,5.4,5.3,5.4,5.4
ZCTA5 77622,77622,5.8,5.9,5.9,5.8,6.0,5.8,5.5,5.3,5.7,6.0,6.0,5.9,5.8,5.5
ZCTA5 77623,77623,5.1,5.3,5.1,5.0,4.7,4.8,4.9,5.1,5.1,5.4,5.3,5.4,5.5,5.8
ZCTA5 77624,77624,5.3,5.2,5.3,5.2,5.1,4.6,4.5,4.5,5.0,4.9,5.1,5.0,5.2,4.7
ZCTA5 77625,77625,5.1,5.3,5.5,5.5,5.6,5.6,5.4,5.4,5.5,5.3,5.2,5.2,5.2,5.2
ZCTA5 77627,77627,5.3,5.3,5.4,5.5,5.4,5.5,5.6,5.5,5.5,5.7,5.7,5.8,5.8,5.8
ZCTA5 77629,77629,5.6,5.6,5.5,5.4,5.7,5.6,5.7,5.9,5.8,5.6,6.0,6.1,5.9,5.5
ZCTA5 77630,77630,5.4,5.4,5.4,5.4,5.4,5.3,5.4,5.4,5.5,5.5,5.6,5.6,5.6,5.5
ZCTA5 77632,77632,5.8,5.9,5.8,5.9,5.8,5.8,5.6,5.5,5.6,5.6,5.7,5.8,5.8,5.8
ZCTA5 77640,77640,5.4,5.5,5.3,5.3,5.3,5.2,5.2,5.2,5.2,5.4,5.4,5.5,5.4,5.5
ZCTA5 77642,77642,5.0,5.0,4.9,4.8,4.9,4.9,4.9,4.9,4.9,5.0,5.0,5.0,5.0,5.0
ZCTA5 77650,77650,3.8,4.0,4.3,4.5,4.7,4.7,4.8,4.7,4.6,4.6,4.5,4.5,4.3,4.3
ZCTA5 77651,77651,5.7,5.7,5.8,5.8,5.8,5.7,5.7,5.7,5.8,5.9,6.0,5.9,5.8,5.5
ZCTA5 77655,77655,4.9,5.1,4.6,4.4,4.4,4.4,4.4,4.7,4.8,5.0,5.1,5.0,4.9,4.9
ZCTA5 77656,77656,5.3,5.3,5.3,5.3,5.3,5.3,5.4,5.4,5.5,5.6,5.4,5.6,5.5,5.4
ZCTA5 77657,77657,5.5,5.5,5.6,5.7,5.6,5.7,5.7,5.7,5.8,6.0,6.0,5.9,5.9,5.7
ZCTA5 77659,77659,5.9,5.7,5.8,5.8,5.8,5.7,6.0,5.9,6.1,6.0,6.1,6.2,6.2,5.9
ZCTA5 77660,77660,4.9,4.8,4.8,4.8,4.9,5.0,5.1,5.0,4.8,4.7,4.4,4.3,4.2,4.2
ZCTA5 77661,77661,4.9,4.9,5.1,5.2,5.3,5.0,5.6,5.2,4.4,4.2,4.2,4.4,4.7,-
ZCTA5 77662,77662,5.2,5.3,5.4,5.4,5.4,5.4,5.4,5.4,5.5,5.4,5.4,5.4,5.3,5.3
ZCTA5 77663,77663,5.6,5.4,5.5,5.3,5.2,5.3,5.3,5.3,4.7,4.5,4.5,5.8,5.8,6.6
ZCTA5 77664,77664,5.1,5.1,5.1,5.1,5.1,4.9,4.5,4.6,4.8,4.8,5.1,5.4,5.3,5.0
ZCTA5 77665,77665,5.1,5.2,5.3,5.3,5.3,5.3,5.3,5.2,5.3,5.4,5.4,5.6,5.8,5.3
ZCTA5 77701,77701,5.2,5.2,5.2,5.2,5.1,5.1,5.2,5.3,5.3,5.3,5.3,5.3,5.3,5.3
ZCTA5 77702,77702,5.0,5.1,4.8,5.4,5.4,5.6,6.0,6.0,5.9,6.0,5.9,5.9,6.2,6.2
ZCTA5 77703,77703,5.0,5.1,5.1,5.0,5.1,5.1,5.2,5.2,5.3,5.4,5.4,5.2,5.1,5.1
ZCTA5 77705,77705,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.3,5.4,5.4,5.4,5.4
ZCTA5 77706,77706,5.7,5.7,5.6,5.5,5.5,5.5,5.5,5.6,5.5,5.5,5.6,5.5,5.5,5.6
ZCTA5 77707,77707,5.5,5.5,5.5,5.6,5.7,5.6,5.6,5.7,5.7,5.6,5.7,5.7,5.8,5.7
ZCTA5 77708,77708,5.2,5.1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.1,5.1,5.3,5.3,5.3
ZCTA5 77713,77713,5.3,5.2,5.2,5.3,5.3,5.2,5.3,5.5,5.4,5.3,5.4,5.3,5.3,5.5
ZCTA5 77801,77801,4.0,4.0,4.0,4.1,4.1,4.2,4.3,4.2,4.1,4.0,4.0,4.0,4.1,4.1
ZCTA5 77802,77802,5.5,5.4,5.4,5.4,5.3,5.3,5.3,5.2,5.2,5.1,5.2,5.3,5.3,5.2
ZCTA5 77803,77803,5.0,5.1,5.0,5.0,5.0,5.1,5.1,5.1,5.0,5.1,5.0,5.0,5.1,5.1
ZCTA5 77807,77807,5.3,5.2,5.3,5.3,5.3,5.3,5.2,5.2,5.3,5.2,5.1,5.1,5.0,4.9
ZCTA5 77808,77808,5.8,6.0,5.9,5.9,5.8,5.8,5.6,5.8,5.9,6.2,6.2,6.3,6.1,6.1
ZCTA5 77830,77830,5.3,5.7,5.6,5.5,5.3,5.2,5.2,5.2,5.2,5.3,5.8,5.4,5.5,5.2
ZCTA5 77831,77831,5.1,5.2,5.2,5.2,5.3,5.4,5.4,5.4,5.4,5.1,4.7,5.0,5.1,5.1
ZCTA5 77833,77833,5.4,5.4,5.5,5.5,5.5,5.5,5.6,5.5,5.6,5.4,5.4,5.4,5.4,5.3
ZCTA5 77835,77835,5.6,5.3,5.6,5.6,5.6,5.7,5.7,5.4,5.3,5.7,5.6,5.9,6.0,5.9
ZCTA5 77836,77836,5.2,5.3,5.3,5.3,5.3,5.4,5.3,5.3,5.3,5.3,5.2,5.4,5.4,5.3
ZCTA5 77837,77837,5.4,5.3,5.3,5.2,5.0,4.9,5.1,5.1,5.0,5.2,5.3,5.3,5.5,5.8
ZCTA5 77840,77840,4.1,4.2,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.2,4.1,4.2,4.2,4.2
ZCTA5 77843,77843,,,,,,,,,,,-,-,-,-
ZCTA5 77845,77845,5.9,6.0,6.0,6.0,6.0,6.0,5.9,6.0,6.0,5.9,5.9,5.9,5.8,5.8
ZCTA5 77852,77852,,,,,,,,,,,-,-,-,-
ZCTA5 77853,77853,5.3,5.3,5.3,5.3,5.3,5.3,5.4,5.5,5.3,5.9,5.7,5.7,5.5,5.5
ZCTA5 77855,77855,4.7,4.7,4.7,4.9,4.6,4.6,5.3,4.5,5.0,5.4,-,4.1,6.9,9.0+
ZCTA5 77856,77856,5.1,5.2,5.3,5.4,5.6,5.6,5.5,5.6,5.5,5.4,5.3,5.4,5.3,5.6
ZCTA5 77857,77857,5.3,5.4,5.4,5.6,5.3,5.4,5.4,5.3,5.4,5.4,5.5,5.6,5.6,5.5
ZCTA5 77859,77859,5.3,5.3,5.3,5.2,5.3,5.4,5.3,5.3,5.5,5.3,5.2,5.3,5.3,5.2
ZCTA5 77861,77861,5.2,5.2,5.2,5.2,5.2,5.4,5.5,5.6,5.9,5.6,5.8,5.9,5.7,5.3
ZCTA5 77863,77863,,,,,,,,,,,-,-,-,5.5
ZCTA5 77864,77864,5.2,5.3,5.3,5.2,5.3,5.3,5.2,5.2,5.1,5.2,5.2,5.2,5.3,5.6
ZCTA5 77865,77865,4.8,5.1,5.1,4.8,5.0,5.1,5.4,5.6,5.8,5.6,5.6,5.3,5.3,5.3
ZCTA5 77866,77866,,,,,,,,,,,-,-,-,-
ZCTA5 77867,77867,5.3,5.3,5.3,5.0,5.0,5.1,5.3,5.6,5.6,5.5,4.9,4.4,4.2,4.3
ZCTA5 77868,77868,5.3,5.2,5.3,5.2,5.2,5.3,5.3,5.3,5.4,5.4,5.4,5.4,5.5,5.5
ZCTA5 77871,77871,5.2,5.3,5.3,5.1,5.2,5.5,5.2,5.5,5.6,5.6,5.8,6.0,5.8,6.0
ZCTA5 77872,77872,5.5,5.4,5.3,5.3,5.2,5.3,5.2,5.3,5.6,5.7,5.7,5.8,5.9,5.8
ZCTA5 77873,77873,5.3,5.6,5.6,5.6,5.5,5.2,5.2,5.2,5.3,5.2,5.6,5.1,5.4,5.2
ZCTA5 77875,77875,,,,,,,,,,,-,-,-,-
ZCTA5 77876,77876,4.1,4.0,4.8,5.1,5.6,5.9,5.9,5.8,5.7,5.5,-,4.9,5.2,4.9
ZCTA5 77878,77878,4.9,5.0,5.2,5.0,5.1,4.6,4.3,4.4,4.2,4.2,4.5,4.3,4.4,4.6
ZCTA5 77879,77879,5.0,5.2,5.4,5.5,5.5,5.5,5.4,5.3,5.3,5.2,5.0,5.1,5.1,5.1
ZCTA5 77880,77880,5.2,5.3,5.7,5.8,5.8,5.9,5.8,5.5,6.2,5.5,5.3,6.2,5.5,5.3
ZCTA5 77882,77882,,,,,,,,,,,-,-,-,-
ZCTA5 77901,77901,5.1,5.1,5.0,5.0,5.0,4.9,4.9,4.9,4.9,5.0,5.0,4.9,5.0,5.0
ZCTA5 77904,77904,5.6,5.6,5.5,5.8,5.8,5.9,5.9,5.9,5.8,5.9,5.8,5.7,5.7,5.7
ZCTA5 77905,77905,5.8,5.9,5.9,6.0,6.0,6.1,6.0,6.0,5.8,5.8,5.7,5.8,5.7,5.9
ZCTA5 77950,77950,4.9,4.8,4.8,4.9,4.8,4.5,4.8,5.1,4.8,4.6,4.4,4.7,4.7,5.1
ZCTA5 77951,77951,4.9,4.9,4.8,4.8,4.9,4.9,4.8,4.7,4.7,4.6,4.5,4.7,5.2,5.6
ZCTA5 77954,77954,5.2,5.2,5.3,5.3,5.3,5.2,5.4,5.4,5.3,5.2,5.3,5.2,5.2,5.3
ZCTA5 77957,77957,4.7,4.9,5.0,5.1,5.2,5.4,5.4,5.5,5.6,5.6,5.6,5.5,5.5,5.8
ZCTA5 77960,77960,-,-,-,-,-,-,5.6,4.5,4.8,4.5,-,-,-,-
ZCTA5 77961,77961,3.2,4.2,4.5,5.2,6.9,7.0,7.0,6.7,6.8,4.0,3.7,-,-,-
ZCTA5 77962,77962,5.0,5.2,5.5,5.5,5.6,5.6,5.5,5.4,5.3,5.2,5.3,5.4,5.4,5.7
ZCTA5 77963,77963,5.4,5.3,5.4,5.3,5.3,5.3,5.5,5.4,5.6,5.6,5.6,5.5,5.4,5.3
ZCTA5 77964,77964,4.8,4.9,4.8,4.9,4.8,4.8,4.8,4.9,4.8,4.8,5.0,5.1,5.1,5.3
ZCTA5 77968,77968,6.0,5.9,5.8,5.6,5.6,5.5,6.1,5.9,6.1,6.0,5.9,5.9,5.8,6.1
ZCTA5 77969,77969,5.1,5.0,4.9,4.9,5.2,5.3,5.7,5.8,5.9,4.3,4.3,4.5,4.9,4.7
ZCTA5 77970,77970,4.2,5.1,5.3,5.3,5.6,5.5,5.2,5.3,5.4,5.1,5.1,5.1,5.3,5.3
ZCTA5 77971,77971,5.2,5.3,5.9,5.4,5.6,5.2,5.1,4.9,5.3,5.3,5.8,6.9,6.7,7.1
ZCTA5 77973,77973,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ZCTA5 77974,77974,5.4,5.5,5.8,5.9,5.6,6.1,6.1,5.9,5.7,5.3,5.2,5.2,5.2,5.4
ZCTA5 77975,77975,4.9,5.0,4.9,4.9,4.8,4.8,4.8,4.9,5.0,4.9,5.0,5.1,4.9,4.5
ZCTA5 77976,77976,5.6,5.4,5.4,4.9,5.0,5.3,5.6,5.7,6.0,6.2,7.6,5.9,5.7,6.0
ZCTA5 77977,77977,4.8,4.9,4.9,4.9,4.8,4.9,5.0,4.9,5.1,5.7,5.8,5.8,5.9,5.8
ZCTA5 77978,77978,5.0,5.1,5.3,5.1,5.1,5.1,5.1,5.0,5.1,5.1,5.3,5.3,5.4,5.4
ZCTA5 77979,77979,5.1,5.1,5.1,5.1,5.0,5.0,5.0,5.0,5.1,5.2,5.5,5.5,5.6,5.7
ZCTA5 77982,77982,4.4,4.6,4.5,4.4,4.2,4.1,3.9,3.8,3.8,4.5,4.7,4.9,4.9,5.3
ZCTA5 77983,77983,4.7,4.6,4.6,4.7,4.6,4.7,4.6,4.6,4.7,4.9,4.9,4.9,4.6,4.5
ZCTA5 77984,77984,4.8,5.0,5.1,5.2,5.2,5.2,5.1,5.2,5.1,5.1,5.1,5.1,5.3,5.4
ZCTA5 77986,77986,,,,,,,,,,,-,-,-,-
ZCTA5 77987,77987,4.3,4.4,4.4,4.4,4.5,4.4,4.3,4.6,4.7,4.7,4.5,4.8,4.6,4.9
ZCTA5 77988,77988,5.0,5.0,4.9,4.9,5.3,5.5,5.3,5.5,5.4,5.0,4.2,5.6,5.8,6.1
ZCTA5 77990,77990,4.8,4.8,4.7,4.9,4.8,4.8,4.9,5.0,5.0,4.9,5.0,5.1,5.3,5.2
ZCTA5 77991,77991,3.1,4.0,4.0,5.6,5.5,6.0,6.1,6.1,6.3,6.1,6.8,7.6,5.6,4.4
ZCTA5 77993,77993,4.8,4.9,4.6,5.3,5.0,4.5,4.4,4.4,4.3,5.0,6.0,5.1,5.3,5.1
ZCTA5 77994,77994,4.8,4.6,5.0,4.9,4.9,4.9,4.9,5.0,5.1,5.2,5.3,5.4,5.2,5.5
ZCTA5 77995,77995,4.9,5.0,5.0,5.0,5.1,5.1,5.2,5.3,5.3,5.2,5.2,5.2,5.1,5.1
ZCTA5 78001,78001,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ZCTA5 78002,78002,5.5,5.5,5.4,5.3,5.3,5.4,5.5,5.4,5.7,5.7,5.8,5.7,5.8,5.6
ZCTA5 78003,78003,5.0,5.1,5.0,5.1,5.2,5.2,5.3,5.4,5.4,5.2,5.3,5.2,5.0,5.2
ZCTA5 78004,78004,7.0,7.0,6.9,6.2,6.0,6.2,6.4,6.6,7.2,6.3,6.8,7.4,5.4,7.9
ZCTA5 78005,78005,4.7,4.8,5.0,5.3,5.0,7.6,4.4,3.7,4.4,4.4,4.2,4.5,4.8,4.6
ZCTA5 78006,78006,5.9,6.0,6.0,6.0,6.1,6.1,6.1,6.1,6.2,6.3,6.4,6.4,6.2,6.2
ZCTA5 78007,78007,4.9,5.0,5.0,4.8,4.8,4.6,4.4,4.2,4.4,4.9,4.7,4.8,4.5,4.8
ZCTA5 78008,78008,6.0,6.5,6.7,5.2,5.2,5.0,4.8,4.6,4.5,4.7,4.6,4.6,4.7,4.9
ZCTA5 78009,78009,5.8,5.7,5.8,5.8,6.0,6.0,6.0,5.9,5.9,5.7,6.1,6.0,5.9,6.2
ZCTA5 78010,78010,5.0,5.0,5.2,5.2,5.2,5.6,5.4,5.1,5.4,5.4,5.1,5.2,5.2,5.1
ZCTA5 78011,78011,4.8,4.9,4.8,4.9,4.9,4.9,4.7,4.6,4.4,4.4,4.5,4.6,4.7,4.9
ZCTA5 78012,78012,5.0,5.1,4.9,4.9,4.4,4.7,4.8,4.8,4.8,4.7,4.3,4.4,4.7,5.2
ZCTA5 78013,78013,5.6,5.7,5.5,5.3,5.2,5.4,5.4,5.7,5.9,5.8,5.8,5.7,5.8,5.6
ZCTA5 78014,78014,4.8,4.8,4.7,4.4,4.5,4.5,4.7,4.9,5.0,5.1,5.4,5.3,4.6,4.5
ZCTA5 78015,78015,7.8,7.8,7.5,7.6,7.4,7.5,7.5,7.7,7.8,7.8,7.6,7.4,7.4,7.2
ZCTA5 78016,78016,5.5,5.4,5.3,5.3,5.4,5.3,5.5,5.5,5.5,5.4,5.4,5.5,5.4,5.5
ZCTA5 78017,78017,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.9,5.0,4.9,5.1,5.1,5.2
