Geographic_Area_Name,zipCode,Median_value_2011,Median_value_2012,Median_value_2013,Median_value_2014,Median_value_2015,Median_value_2016,Median_value_2017,Median_value_2018,Median_value_2019,Median_value_2020,Median_value_2021,Median_value_2022,Median_value_2023,Median_value_2024
ZCTA5 71463,71463,75100,74200,67200,68800,69600,71700,73300,76300,81000,96800,105800,114100,111800,100700
ZCTA5 71465,71465,65100,64800,78800,58100,61800,73100,67000,70700,80000,79900,93600,112000,104100,112100
ZCTA5 71466,71466,70200,73200,57300,57500,,81400,85900,133900,137600,138500,140400,152700,145900,161500
ZCTA5 71467,71467,79500,91100,83600,84400,93200,97300,92700,109500,112000,156900,162600,160600,195300,191400
ZCTA5 71468,71468,67500,70500,59700,70400,67100,65900,67400,82500,96100,184800,184000,182000,211000,212700
ZCTA5 71469,71469,85300,86300,83600,81900,85200,74200,72400,76500,79000,90600,69200,92200,91900,92000
ZCTA5 71472,71472,111700,109600,75500,79100,,-,-,-,-,-,-,-,-,-
ZCTA5 71473,71473,46400,47300,63500,64200,39500,-,54300,48800,38800,47500,45900,-,64700,82400
ZCTA5 71474,71474,89700,103400,122500,133500,139200,139000,135300,122700,121700,131900,143800,158000,150000,149600
ZCTA5 71475,71475,,,,,,,,,,,-,-,-,-
ZCTA5 71479,71479,63200,69800,60700,56700,55100,53300,73300,84600,80400,124000,107400,103500,101600,104000
ZCTA5 71480,71480,57000,52500,60500,50000,52000,58300,59200,66900,75700,47300,77800,84100,104000,94300
ZCTA5 71483,71483,64200,66900,66000,68600,72600,73200,72200,86800,85800,79300,104000,111000,119600,130500
ZCTA5 71485,71485,227800,216700,201000,170700,193400,197300,240000,225800,232500,232000,252800,282100,291300,303600
ZCTA5 71486,71486,58700,59600,56100,59600,62400,66200,70400,77800,76000,73400,90800,104900,111000,117100
ZCTA5 71497,71497,,,,,,,,,,,-,-,-,-
ZCTA5 71601,71601,61100,61100,61400,63200,62100,59900,57900,58600,56000,54600,62100,67300,67800,80000
ZCTA5 71602,71602,85400,91500,97600,96500,95900,97600,102000,105500,106100,112600,124900,130300,135800,157100
ZCTA5 71603,71603,86500,88300,88600,88800,88400,89100,85000,88800,88900,89200,97600,114700,116000,121600
ZCTA5 71630,71630,46700,30200,33100,34400,36000,42000,44400,45000,54400,66000,77500,89800,89600,104700
ZCTA5 71631,71631,49700,47200,42200,59400,61400,62900,63200,66300,72700,54900,40000,55000,54100,52800
ZCTA5 71635,71635,66800,68900,68400,68200,69000,75600,73200,77500,79200,78500,79100,87500,93500,98100
ZCTA5 71638,71638,36500,39300,40000,43000,49600,52200,60800,62000,67800,67300,68200,62800,70800,61900
ZCTA5 71639,71639,52300,50000,43000,45900,47100,54200,55100,59200,71800,83600,89300,91900,97700,85700
ZCTA5 71640,71640,38000,39300,42000,42500,44200,45300,50500,51700,56200,52400,50600,55100,57200,66000
ZCTA5 71642,71642,43500,46400,48800,44800,,43400,33700,39400,53100,51700,55200,58700,175800,185900
ZCTA5 71643,71643,49000,56900,45300,52300,55500,64300,65500,65400,58000,63000,58700,73000,58000,45000
ZCTA5 71644,71644,32500,53700,46400,47700,49000,61700,58600,59500,60000,59200,104300,130300,128900,133300
ZCTA5 71646,71646,60600,63200,61700,63100,68000,71600,69400,68600,80100,80700,84000,94100,91700,89700
ZCTA5 71647,71647,67400,61000,67400,58600,76400,79500,76900,76900,76400,88800,63800,68400,76900,85000
ZCTA5 71651,71651,83100,83300,84300,82500,,80400,-,213900,209700,214100,224100,224300,-,-
ZCTA5 71652,71652,52800,51400,45800,37600,44700,53500,57800,73100,60800,66200,75000,57200,56100,94600
ZCTA5 71653,71653,78600,79200,91100,81900,76800,76700,75600,74900,75000,84600,107000,146100,148500,153400
ZCTA5 71654,71654,62400,68300,66400,69700,74000,70400,63600,78400,83600,91500,91300,99500,95500,97300
ZCTA5 71655,71655,80700,85100,87600,91600,97000,97600,96200,103900,109300,110100,109400,130500,132500,138300
ZCTA5 71658,71658,48200,38000,55000,53800,63500,37700,-,61400,-,50800,62600,53000,52800,70300
ZCTA5 71659,71659,12600,12400,12000,12700,,-,-,92200,-,-,-,-,-,-
ZCTA5 71660,71660,56700,55800,59200,70000,76100,70000,73600,66200,67000,109200,120100,137200,145100,147100
ZCTA5 71661,71661,29200,36900,34600,49000,42100,42200,43100,33000,-,31100,33500,47000,60000,-
ZCTA5 71662,71662,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ZCTA5 71663,71663,53300,54000,52700,70600,73800,74100,69600,80300,77500,65600,59500,65300,64900,64900
ZCTA5 71665,71665,80800,75800,84900,86000,89800,89800,104100,88800,107200,92900,95300,111000,127100,140100
ZCTA5 71666,71666,80400,55000,57000,"10,000-","10,000-",-,-,-,-,-,-,-,-,-
ZCTA5 71667,71667,70400,67000,66200,61400,64700,68700,70500,77300,79200,97500,94400,116600,111300,118400
ZCTA5 71670,71670,82600,84600,71800,67100,56500,54100,46500,51500,55400,67500,84000,83300,109700,110500
ZCTA5 71671,71671,63900,65600,64200,65200,70100,71500,76800,79600,100600,98600,95900,97600,111900,101200
ZCTA5 71674,71674,74100,72300,67500,51000,59300,53900,55500,57300,61700,87300,72300,66300,46400,81900
ZCTA5 71675,71675,62700,69900,72700,91400,86900,92800,91100,85100,88000,100700,105900,129500,136600,156300
ZCTA5 71676,71676,51900,52500,52300,49400,34400,32900,44200,54300,54600,55900,51000,46300,42100,42200
ZCTA5 71677,71677,34000,30400,27000,34200,26300,28800,69000,63800,41300,46300,-,-,38000,-
ZCTA5 71678,71678,,,,,,,,,,,-,-,-,-
ZCTA5 71701,71701,67500,74800,73500,73600,72000,72700,72900,80300,79900,82100,82700,101000,106500,113700
ZCTA5 71711,71711,-,-,-,-,-,-,-,-,-,-,,,,
ZCTA5 71720,71720,54100,53600,57300,57200,54900,55400,54800,53700,56700,61700,65200,90900,95000,102400
ZCTA5 71721,71721,,,,,,,,,,,-,-,-,-
ZCTA5 71722,71722,56300,60000,62500,55500,,53000,51700,52000,-,-,-,-,12300,12500
ZCTA5 71724,71724,42600,49500,54500,51400,44500,55600,41700,72300,73700,75500,56400,55700,47500,81700
ZCTA5 71725,71725,36400,36500,38600,38000,39300,45000,50400,41700,60100,50000,72100,80700,89200,120200
ZCTA5 71726,71726,48000,53900,62300,48800,56300,47100,62100,57100,68200,85700,75100,81100,76300,68500
ZCTA5 71728,71728,,,,,,,,,,,-,-,-,-
ZCTA5 71730,71730,76400,78500,79700,79600,80800,83900,86000,93700,105100,108900,104600,125200,123200,130300
ZCTA5 71740,71740,50900,51800,44800,54300,63600,68200,69200,66000,77600,120900,159200,152600,142000,168300
ZCTA5 71742,71742,61600,59700,63600,71300,70100,62900,66800,69400,76200,77400,75500,93500,101600,98200
ZCTA5 71743,71743,60700,61300,63700,64900,71200,85800,90600,75800,77700,91500,78000,109600,122200,132200
ZCTA5 71744,71744,52600,61900,64600,77600,77200,76400,74400,72500,72100,76400,83900,91300,103900,110800
ZCTA5 71745,71745,49200,44500,52500,62000,61800,61500,66300,66700,74200,91400,73000,65000,153100,160800
ZCTA5 71747,71747,35200,32200,30600,34600,40900,43000,44500,40600,59200,44000,61900,66000,79000,83600
ZCTA5 71748,71748,,,,,,,,,,,204400,208300,258800,142500
ZCTA5 71749,71749,62300,63900,69300,62100,69600,69400,75600,80400,84100,85500,83000,98000,120500,118600
ZCTA5 71751,71751,80700,79400,76200,77900,82500,70600,100900,82100,80500,45000,100600,99400,106300,85500
ZCTA5 71752,71752,67300,66800,52700,54700,55500,55500,52600,55800,50900,59700,56800,59000,57600,59200
ZCTA5 71753,71753,93200,94300,97400,94800,94600,91000,88300,93500,94800,105500,122900,151400,166900,167900
ZCTA5 71758,71758,76600,75100,76600,70200,,107200,107300,88700,111000,-,-,-,75200,59000
ZCTA5 71759,71759,84100,106800,108300,75600,86800,82500,57000,57600,76100,86800,134400,155600,167200,311600
ZCTA5 71762,71762,61300,70100,70300,54600,58900,59500,57500,57900,78100,86900,59100,85800,100400,106400
ZCTA5 71763,71763,55700,53500,54200,53000,50200,58700,63800,70500,68100,79100,73900,88700,79100,86800
ZCTA5 71764,71764,45500,45700,50300,51000,46200,47400,55900,57700,63500,81600,-,74600,63000,68300
ZCTA5 71765,71765,46700,42100,59200,60200,59300,49600,53700,41200,39000,45800,45400,44700,46900,49200
ZCTA5 71766,71766,45100,48700,46800,41300,45200,51000,57900,59800,93000,73800,73200,58100,58900,126000
ZCTA5 71770,71770,66400,64500,53000,53800,78300,77100,75300,79300,77300,69600,70100,90600,91600,91200
ZCTA5 71772,71772,17900,37500,-,-,-,-,-,-,-,-,-,107500,98800,94200
ZCTA5 71801,71801,70600,71300,74400,76300,74500,80000,81200,83500,84000,92000,92800,103500,98200,99400
ZCTA5 71820,71820,-,51100,-,34000,,-,-,-,-,-,-,-,162500,184900
ZCTA5 71822,71822,85900,85600,86700,78200,79800,78500,75100,76300,88900,82100,91800,120200,120300,123100
ZCTA5 71823,71823,62500,61700,66700,60000,67500,60000,60000,55000,62500,57500,82500,-,98300,114600
ZCTA5 71825,71825,60000,84700,76300,72300,72600,69700,68800,70500,76000,70000,83300,94800,134700,181300
ZCTA5 71826,71826,38400,41000,46100,47400,53800,53100,63500,46900,42700,50000,43900,60000,71600,86500
ZCTA5 71827,71827,57000,36700,36900,34800,52900,55900,53300,50900,54800,-,22400,-,49400,80000
ZCTA5 71831,71831,,,,,,,,,,,-,-,-,-
ZCTA5 71832,71832,77800,72000,69300,69800,68700,74200,79500,84700,90300,103600,103900,96600,106700,110600
ZCTA5 71833,71833,56000,48500,48900,49900,63000,74000,76900,73900,74800,72500,74100,95500,105600,105400
ZCTA5 71834,71834,70900,77900,80800,67800,83100,87400,69000,-,78700,-,51400,-,56000,61200
ZCTA5 71835,71835,45400,65200,65400,71400,53300,62100,64500,64700,63700,74500,106300,102200,111900,121900
ZCTA5 71836,71836,70700,74700,71400,65800,63400,61500,63300,60200,62000,67700,73800,79400,101900,90500
ZCTA5 71837,71837,83200,82300,84500,86700,88500,106100,119400,102800,89800,83200,71000,74000,102300,114500
ZCTA5 71838,71838,61900,55000,57000,51400,55200,56400,49300,48900,54300,-,102100,119800,102100,112300
ZCTA5 71839,71839,25200,26700,27900,33800,62700,55000,-,"10,000-",-,34000,41700,33200,-,-
ZCTA5 71841,71841,105500,97000,96200,84200,66100,63800,69000,75000,73000,77200,64800,64600,53800,95700
ZCTA5 71842,71842,66800,65000,64600,65800,67700,62100,68300,72200,74300,83100,104900,149800,159600,175500
ZCTA5 71845,71845,61500,61400,57300,57600,63200,60900,66200,63100,80400,69100,81600,83300,73400,90200
ZCTA5 71846,71846,64300,63000,63600,58300,67300,65900,74200,75300,78900,82100,72500,88900,113800,124700
ZCTA5 71847,71847,53500,48200,51100,53500,71200,60000,74500,75000,79300,71100,-,118300,114700,130400
ZCTA5 71851,71851,69800,67400,68500,75300,74300,88700,93400,86900,86500,88600,86800,94400,115200,115500
ZCTA5 71852,71852,83400,82300,80500,87000,100500,95900,97100,103400,107700,114300,124100,138600,157200,174500
ZCTA5 71853,71853,47400,33800,33700,26700,,29800,-,30500,33400,40700,41400,43000,46300,-
ZCTA5 71854,71854,93200,91800,96300,95800,96400,99400,109100,110900,114700,123200,123000,148600,157400,161000
ZCTA5 71855,71855,35900,93400,110000,104600,107400,105100,-,71600,-,-,72900,44400,-,74700
ZCTA5 71857,71857,63700,69600,66900,67900,71800,69400,65500,67400,69100,68400,73000,91000,92200,86300
ZCTA5 71858,71858,55300,55300,61600,57000,59100,55600,55100,62100,61700,50200,39000,41300,38100,44500
ZCTA5 71859,71859,72400,83900,87500,87000,78300,98300,100800,97300,97400,111500,114600,153300,187900,235300
ZCTA5 71860,71860,48100,50500,54200,53900,53000,59900,52500,55000,58500,59000,60300,73400,72500,70100
ZCTA5 71861,71861,61900,57600,59000,62600,64200,59800,74400,85600,76500,70700,70300,81200,114700,118500
ZCTA5 71862,71862,70900,71500,74000,76400,79200,77500,55800,-,-,24500,23900,-,-,55900
ZCTA5 71864,71864,,,,,,,,,,,101400,-,"10,000-",-
ZCTA5 71865,71865,33200,34000,34700,45000,56400,45000,47900,52500,55600,74100,74500,79700,84800,83900
ZCTA5 71866,71866,64700,59200,80000,81500,79300,82100,104200,121100,131000,119000,195800,229900,128100,143800
ZCTA5 71901,71901,109200,111700,110800,111100,116600,123400,121200,128600,123200,132000,140500,162500,173400,190500
ZCTA5 71909,71909,200100,198900,193200,189700,193800,189400,188300,188700,192700,192100,207200,244200,255600,265800
ZCTA5 71913,71913,133800,134500,137100,136300,132100,133600,134800,134200,139000,140200,143100,165600,179200,200100
ZCTA5 71921,71921,67100,66500,67000,67500,70200,68100,72500,73200,81100,79200,83400,85800,96700,109000
ZCTA5 71922,71922,53500,53300,42900,57500,58300,48900,48800,52500,39600,37300,37500,41900,43200,-
ZCTA5 71923,71923,92400,103100,101900,97700,98600,107800,109100,122900,132600,129400,136300,157400,164800,170600
ZCTA5 71929,71929,74200,68200,63700,73900,87400,95800,101500,106000,101600,120600,109600,179300,196100,213600
ZCTA5 71933,71933,78800,90900,112500,151700,151500,160800,144300,146200,133400,118700,115100,109700,122900,137500
ZCTA5 71935,71935,45000,49100,43800,61300,70600,72300,70300,77700,84400,110100,109700,148200,151000,155800
ZCTA5 71937,71937,59300,57000,59200,57100,56300,55400,75700,66000,76400,103500,104200,96400,109600,101400
ZCTA5 71940,71940,69500,69000,56100,52500,47500,57100,58600,66800,70400,81400,74100,92700,98700,97800
ZCTA5 71941,71941,72300,68700,81000,81300,80300,81100,83600,77900,84900,94100,105800,149400,157600,151400
ZCTA5 71942,71942,,,,,,,,,,,86500,96600,119300,118200
ZCTA5 71943,71943,79200,77900,80900,79600,78400,77500,76300,80800,78300,116800,98900,135700,123700,121800
ZCTA5 71944,71944,68600,66200,71300,77900,73700,60000,69300,69100,83200,101600,86300,81300,83700,84300
ZCTA5 71945,71945,82900,85100,89800,91100,95700,93300,106200,100800,95400,83100,82800,80400,105800,111000
ZCTA5 71949,71949,74100,84300,110200,100800,106600,108000,101200,89200,121100,113500,132100,111400,131300,158800
ZCTA5 71950,71950,64000,72800,73700,71100,74700,80700,82600,91500,95000,86300,98100,108500,116300,115700
ZCTA5 71952,71952,213000,206300,243300,213900,,-,-,112500,-,122200,117500,118800,137500,-
ZCTA5 71953,71953,87500,89800,86200,90000,89300,91800,90600,103400,109700,118900,126700,143500,144200,164100
ZCTA5 71956,71956,47900,43500,39400,41900,40400,45100,46800,62100,53400,69400,60600,79600,60000,68200
ZCTA5 71957,71957,93200,87000,86900,85700,109300,124300,118400,119900,118600,125000,146100,152400,167700,179000
ZCTA5 71958,71958,82700,83900,88900,85900,84400,81300,87000,80800,85200,79900,86000,95400,107800,121400
ZCTA5 71959,71959,72600,74800,77600,83300,82800,83900,104500,86000,-,116700,106100,120800,120800,136700
ZCTA5 71960,71960,56800,56400,70400,64700,64900,71100,72900,84300,85100,102600,125600,128700,121500,117300
ZCTA5 71961,71961,73500,72900,81900,79500,89000,87400,91900,80700,75900,80400,84800,76700,95600,124100
ZCTA5 71962,71962,61100,71400,70900,59800,58800,56300,58400,54700,67000,71800,92800,107100,109500,100200
ZCTA5 71964,71964,121800,123000,109600,105800,130700,138600,142800,164800,162900,152200,155600,163000,165900,177400
ZCTA5 71965,71965,77700,71600,53600,72200,,-,150000,133300,82500,85000,84600,91300,127900,144100
ZCTA5 71968,71968,120800,152000,134100,130600,131100,131600,116700,132400,141200,152900,157300,197100,174700,215000
ZCTA5 71969,71969,85000,83700,81200,83400,83900,76700,218100,141700,130000,120800,124200,117000,-,159800
ZCTA5 71970,71970,103700,85700,82800,74200,106300,107900,118800,120400,119600,115700,113900,114700,221000,216400
ZCTA5 71971,71971,45700,53800,76500,76000,82500,87900,78600,181300,159700,150500,159900,170200,185100,163200
ZCTA5 71972,71972,46300,50600,50900,59400,80800,89000,85900,84600,83500,81100,75000,-,81500,67600
ZCTA5 71973,71973,30900,45200,60800,53300,69300,66900,63600,59000,66800,65100,74800,90900,86300,93800
ZCTA5 71998,71998,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ZCTA5 71999,71999,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ZCTA5 72001,72001,92700,54200,60000,59400,85600,83500,86700,66800,68700,68300,80800,92100,114200,161800
ZCTA5 72002,72002,117800,121200,127800,132600,131900,137800,143300,146500,157000,158900,165100,183200,202900,220000
ZCTA5 72003,72003,52300,54900,62600,59300,58100,63000,60200,58900,69600,75200,108300,107600,112500,157400
ZCTA5 72004,72004,38800,48300,42900,55800,54100,60000,52000,58000,68500,68800,73300,86900,75200,73100
ZCTA5 72005,72005,22300,21400,30300,33300,43100,46800,46400,45000,45000,49300,71700,-,-,-
ZCTA5 72006,72006,58300,58300,61300,60200,64000,64900,64400,65000,65700,83300,95600,120200,112900,126800
ZCTA5 72007,72007,115800,118700,128800,131200,134900,139900,141700,137000,144800,155300,168300,193400,220000,234100
ZCTA5 72010,72010,79300,78600,77900,80000,80800,79000,81400,84900,86500,102400,106700,123200,124100,120100
ZCTA5 72011,72011,101000,95100,91200,91300,98200,96700,112500,130800,133600,128000,132100,152500,185800,208200
ZCTA5 72012,72012,114000,117500,116500,114100,118500,131400,138700,141300,132600,147200,139400,152000,169700,171700
ZCTA5 72013,72013,53800,70300,94400,104700,86600,91700,76900,85400,93600,129500,113900,131200,137100,132200
ZCTA5 72014,72014,41700,44200,25000,27500,40600,32100,26300,32100,30500,-,-,-,71400,73600
ZCTA5 72015,72015,117700,122000,119700,116400,119400,119900,120600,124100,128900,133900,138900,161500,169200,180300
ZCTA5 72016,72016,95900,87800,83600,75500,93500,102200,110000,111300,125900,142400,151600,155100,161400,172400
ZCTA5 72017,72017,38800,44000,41900,47200,44700,44900,43900,49200,47200,53300,56900,63000,67000,105400
ZCTA5 72019,72019,158300,161300,158200,162300,163300,166900,170300,175200,181300,185100,197800,235600,248700,266900
ZCTA5 72020,72020,63000,64100,65800,58600,64200,62000,54300,61300,61400,62400,72800,91600,89400,95300
ZCTA5 72021,72021,64500,62300,62000,66200,69400,69200,66000,72400,67000,74500,74200,84700,83800,94200
ZCTA5 72022,72022,142800,140500,144500,143500,143500,147800,153200,155600,160500,160500,179500,207100,221200,216200
ZCTA5 72023,72023,139900,140600,140700,140900,142400,146400,149200,153600,159600,164000,169900,190200,202400,217200
ZCTA5 72024,72024,87500,84500,82600,84300,86000,86000,89500,91300,93300,97800,109100,123300,132300,151000
ZCTA5 72025,72025,110100,101500,104500,85900,80400,83500,87200,85700,92400,87900,80500,98800,105400,111900
ZCTA5 72026,72026,41800,42600,45700,52800,53800,53300,55600,-,-,-,-,108300,117200,118100
ZCTA5 72027,72027,166000,151700,125000,94600,76300,79300,90000,96700,109600,121100,114300,90000,70600,84000
ZCTA5 72028,72028,,,,,,,,,,,-,-,-,-
ZCTA5 72029,72029,56100,48300,47000,45800,46800,48400,51300,53100,55700,61500,69300,76400,72800,66800
ZCTA5 72030,72030,92900,115600,96500,87000,84600,106700,104300,56400,-,56500,-,-,150700,133300
ZCTA5 72031,72031,80500,82400,85200,86000,100600,103500,108100,115100,110700,108300,108100,119900,120900,127700
ZCTA5 72032,72032,116400,119900,123900,123700,129700,133900,136700,137900,137000,143300,145000,168400,183200,209800
ZCTA5 72034,72034,154700,158600,159000,164600,168300,168400,169500,172100,181800,188000,204600,235000,250000,274200
ZCTA5 72035,72035,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ZCTA5 72036,72036,32500,33500,26100,23200,25300,24200,27000,35100,36300,38000,39600,39300,44800,47400
ZCTA5 72037,72037,28100,28600,-,-,-,-,-,-,-,-,,,,
ZCTA5 72038,72038,91300,178100,168800,156300,134400,153600,160700,-,-,-,157800,156600,178800,180100
ZCTA5 72039,72039,89300,83400,81200,82600,87700,95800,122200,144500,127300,125200,122600,122100,147200,178900
ZCTA5 72040,72040,74900,71100,66200,74100,66400,66800,64000,71500,68000,79100,75900,74300,74000,74800
ZCTA5 72041,72041,57700,62600,62800,56500,54000,58800,52600,37500,34800,29500,29800,35000,63000,-
ZCTA5 72042,72042,67000,67400,69200,67400,65700,70700,67500,65300,77900,96300,99100,111700,120100,127500
ZCTA5 72044,72044,149500,142000,174400,185700,186600,192400,188600,165800,164100,172300,150700,194400,225400,260800
ZCTA5 72045,72045,87100,96900,84100,115300,137500,145700,125600,171200,213500,77300,105300,132200,139300,140200
ZCTA5 72046,72046,77900,76300,79300,68500,87200,89900,95200,105500,103500,89400,89600,105200,99000,107000
ZCTA5 72047,72047,109100,109400,102900,101000,86500,81200,99600,162500,145800,188500,244800,194200,170000,192600
ZCTA5 72048,72048,93000,87300,82900,81400,81500,82900,68600,67700,68100,-,110700,267600,268200,268500
ZCTA5 72051,72051,64100,64300,64900,68400,78000,86000,75000,79100,74100,67500,81500,66000,73200,66200
ZCTA5 72052,72052,,,,,,,,,,,65000,108900,88300,-
ZCTA5 72053,72053,,,,,,,,,,,-,-,-,-
ZCTA5 72055,72055,72900,72300,70000,59100,61300,73800,68000,78400,85000,107900,106300,98800,96200,100000
ZCTA5 72057,72057,96200,93700,98900,94400,95500,97400,117800,122400,164400,109100,111100,96200,97000,84100
ZCTA5 72058,72058,124700,126800,127600,138300,146500,152100,154700,164400,164200,161500,167800,192400,203400,231000
ZCTA5 72059,72059,57500,56500,-,-,-,-,-,-,-,-,-,-,-,-
ZCTA5 72060,72060,43800,41100,55000,46700,37100,67900,67400,69900,71400,68600,68000,86800,132600,72500
ZCTA5 72061,72061,125000,137500,179200,181300,154200,187500,157100,146900,204500,201800,-,212500,-,136400
ZCTA5 72063,72063,85800,84800,86400,84000,90400,98500,105000,117300,123600,134200,115000,96300,108600,121200
ZCTA5 72064,72064,78800,82200,83900,79500,74400,74800,71200,80400,69500,79500,89400,103000,107600,130400
ZCTA5 72065,72065,120400,124000,125600,135700,137400,127000,121300,125100,134800,134400,142200,165200,191600,223100
ZCTA5 72066,72066,,,,,,,,,,,-,-,-,157000
ZCTA5 72067,72067,115800,115800,115200,113500,118400,122500,124600,127200,129200,138600,137900,159600,201200,211700
ZCTA5 72068,72068,50900,53600,47500,52000,61700,68300,77000,100600,78100,111000,63900,80900,62500,104500
ZCTA5 72069,72069,47400,44900,56100,72600,49100,67100,71600,72400,59700,78000,64800,86400,83300,76900
ZCTA5 72070,72070,77400,81500,80300,83100,86900,78900,101500,93100,106700,120300,121100,123000,140300,99000
ZCTA5 72072,72072,81900,79300,93800,92900,82900,82100,83600,69300,77500,69500,72500,107500,103700,115400
ZCTA5 72073,72073,49900,48900,53400,57100,54700,59900,73300,75200,73800,86200,86000,95600,80500,99000
ZCTA5 72074,72074,40000,28800,25800,51300,50000,52900,70700,73700,75000,74000,82100,94000,92300,91800
ZCTA5 72075,72075,,,,,,,,,,,-,-,-,-
ZCTA5 72076,72076,107900,109000,108500,108600,107800,107500,111200,114900,118300,122600,130100,146500,155600,163600
ZCTA5 72079,72079,109400,87100,89200,108700,105800,57900,62200,62800,58700,63300,125400,137200,165200,163900
ZCTA5 72080,72080,72900,80000,84500,91800,98300,80000,67100,69700,74300,-,-,-,-,48300
ZCTA5 72081,72081,76900,79600,81900,82900,86200,95500,97900,102300,100000,107800,108100,127100,141500,151700
ZCTA5 72082,72082,58200,50600,48600,47400,48500,49500,53500,58500,66200,68400,68100,87100,91900,91000
ZCTA5 72083,72083,69200,73300,94500,70000,67900,80000,82800,77500,84300,-,77900,-,-,86800
ZCTA5 72084,72084,44000,54400,54600,55500,57900,57400,55900,54500,54500,55200,70000,85000,84200,85500
ZCTA5 72085,72085,65000,60000,66100,60600,70000,61900,64100,65000,69200,91800,93200,116500,111100,114400
ZCTA5 72086,72086,102200,104200,104800,108000,113700,119000,124000,121100,138500,125600,125900,131500,151700,148600
ZCTA5 72087,72087,146100,148400,147500,208400,214300,207700,156300,211000,225000,227000,139700,174500,161400,158800
ZCTA5 72088,72088,86500,87100,91500,95400,113000,112300,114900,112400,104600,114300,125600,154600,157500,164800
ZCTA5 72099,72099,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ZCTA5 72101,72101,75400,76200,71300,70800,68800,73300,74400,77100,74200,82700,82000,97200,99100,105100
ZCTA5 72102,72102,66300,72700,82700,89900,91600,89400,90400,85000,81600,84200,84100,96800,96300,111800
ZCTA5 72103,72103,91700,93700,93800,96800,98000,107500,106000,107800,107000,109600,107700,125900,140600,155700
ZCTA5 72104,72104,83900,85000,83000,84700,80900,82100,87100,91500,95600,96500,98000,109800,117300,127700
ZCTA5 72106,72106,117200,123700,127300,122700,121500,117600,126900,124300,121300,117600,151800,152400,173200,205100
ZCTA5 72107,72107,71400,71700,77500,76300,82000,89400,93200,91400,93300,99400,91300,110400,152600,120000
ZCTA5 72108,72108,-,-,-,-,,-,-,-,-,-,-,-,-,-
ZCTA5 72110,72110,79900,81600,84200,88400,95400,105000,101500,101800,105400,106800,110600,133500,146400,162900
ZCTA5 72111,72111,105100,113800,112600,130400,145100,125800,141700,140600,117800,175000,142700,142600,156300,178700
ZCTA5 72112,72112,63300,62000,62200,66400,66100,69500,67000,70500,70200,76100,81800,95000,97200,125100
ZCTA5 72113,72113,203700,210500,214700,213500,214200,212500,214500,216900,220000,220900,220300,256500,275800,291700
ZCTA5 72114,72114,68200,70000,67400,74000,67200,66800,69400,68200,55700,76700,71400,85800,87900,130000
ZCTA5 72116,72116,165600,168700,166800,167900,168100,169400,171300,175600,177600,184900,189400,210400,218700,232600
ZCTA5 72117,72117,66700,71400,73600,71700,80800,81500,81200,85100,92700,86600,95900,126300,125400,141600
ZCTA5 72118,72118,93000,94300,93900,93300,93200,97700,97200,99700,106200,105300,102200,114000,115900,123100
ZCTA5 72119,72119,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ZCTA5 72120,72120,143900,146800,147100,149600,149600,151200,148700,155400,158600,156500,163900,184800,189400,200400
ZCTA5 72121,72121,91700,87800,89000,79500,79100,86000,86200,90400,95800,119100,117400,131700,169000,175900
ZCTA5 72122,72122,156700,99100,116700,102800,,-,252100,210600,218800,-,160200,176700,202900,-
ZCTA5 72123,72123,35000,32800,31000,28300,27500,30000,24100,39500,35400,43300,38100,45800,47900,-
ZCTA5 72125,72125,90500,77600,58000,51500,57600,58100,61400,74500,95000,112500,99600,103800,94700,95700
ZCTA5 72126,72126,84500,77200,76800,77500,78500,79700,94700,99100,107300,113400,113200,120500,130900,132500
ZCTA5 72127,72127,73100,80600,82400,88400,94800,86800,89200,100000,94000,108100,117400,134300,143600,146100
ZCTA5 72128,72128,74000,85000,90000,83900,84800,103300,110200,104900,128400,112500,99200,112200,108000,102700
ZCTA5 72129,72129,84800,80700,74900,77400,75200,76100,78500,85800,85900,79500,82600,97500,100900,99700
ZCTA5 72130,72130,71300,92500,102100,101700,121100,122500,130700,134500,126600,127200,89500,119300,112300,137100
ZCTA5 72131,72131,127600,110900,106200,112200,112900,120300,129900,120900,131800,119100,126800,141000,162800,161900
ZCTA5 72132,72132,112800,111700,102200,102700,87200,94500,99200,106900,104800,111000,89200,111400,116400,118500
ZCTA5 72133,72133,,,,,,,,,,,-,-,-,-
ZCTA5 72134,72134,75400,72600,58300,49300,53800,49200,48800,52500,53800,96300,98000,120300,208800,211200
ZCTA5 72135,72135,182500,172400,162900,164400,184200,222600,246000,259900,258100,250700,234800,269300,248900,319200
ZCTA5 72136,72136,72400,85300,77300,91400,88100,92500,121600,127800,104800,-,148100,155500,153400,194300
ZCTA5 72137,72137,83300,80500,86000,81300,83500,85300,90000,73400,76800,87900,105400,130400,166200,164800
ZCTA5 72139,72139,41300,46000,41100,41300,50800,57100,53600,61400,67000,83600,67500,69000,77500,75000
