Geographic_Area_Name,zipCode,Median_value_2011,Median_value_2012,Median_value_2013,Median_value_2014,Median_value_2015,Median_value_2016,Median_value_2017,Median_value_2018,Median_value_2019,Median_value_2020,Median_value_2021,Median_value_2022,Median_value_2023,Median_value_2024
ZCTA5 43138,43138,108600,105000,103600,102500,104900,111700,118300,124000,130100,136900,139700,159400,169100,172900
ZCTA5 43140,43140,150400,146500,140900,145100,147000,147600,156100,160300,162500,169100,171500,199200,228000,242900
ZCTA5 43142,43142,76300,82100,82800,82500,80800,63000,63000,52900,58100,72500,91700,94000,101300,101400
ZCTA5 43143,43143,122200,115100,121000,119700,121500,122400,128600,149600,154300,168600,180000,185000,209400,242800
ZCTA5 43144,43144,54300,50400,48900,50500,45200,46000,49400,63400,63300,65300,67400,74700,83700,81700
ZCTA5 43145,43145,116600,121500,119600,124800,115600,106700,111800,123600,127900,144800,152400,173400,171300,177600
ZCTA5 43146,43146,176200,167700,168400,161200,156900,168500,181300,193500,203700,242000,241900,276800,292100,322200
ZCTA5 43147,43147,193200,191200,188000,187800,187600,191400,199100,212200,223000,233400,250700,286800,315600,348300
ZCTA5 43148,43148,144900,150200,149000,131600,140500,150500,155500,155200,158700,124400,129100,177200,235800,242000
ZCTA5 43149,43149,160600,156600,137600,140500,143100,131000,139900,164900,165600,165200,174000,213400,227200,257600
ZCTA5 43150,43150,150500,146900,155800,156800,151000,138300,135500,141600,147500,163600,213200,251300,283100,271500
ZCTA5 43151,43151,89700,87900,89700,83900,85500,85500,86700,92900,90500,92500,102900,113600,123200,136500
ZCTA5 43152,43152,102700,88500,82800,84700,89400,81600,85300,87100,101900,121300,130100,159500,163100,179800
ZCTA5 43153,43153,145200,123200,107100,113400,152800,147500,156300,153400,158000,154700,159500,161400,184700,184000
ZCTA5 43154,43154,153300,156600,152700,146700,149400,138600,137200,153000,166200,152300,186700,216200,228500,250700
ZCTA5 43155,43155,162600,166900,160400,154700,145400,141300,146800,150100,162900,170200,180000,194200,233800,242200
ZCTA5 43156,43156,82000,85300,84100,82300,81800,83300,80000,94000,104500,110400,111300,118500,112500,111800
ZCTA5 43157,43157,88600,95000,91300,86200,90000,86000,97500,103200,108000,110600,122100,146100,144700,157500
ZCTA5 43158,43158,131000,127200,60400,75700,53500,59300,58600,67000,66500,78900,-,179300,58400,-
ZCTA5 43160,43160,111000,111600,108800,110200,108800,108900,110300,112800,112600,117800,122500,148500,162200,170200
ZCTA5 43162,43162,138900,140300,135800,134600,133900,134400,136400,140600,148700,151000,160300,176400,196200,213800
ZCTA5 43164,43164,128300,115500,103500,123100,115500,126500,132900,133100,131900,125000,135500,165200,188800,190300
ZCTA5 43201,43201,194000,200600,193000,199200,203700,211300,225500,240700,251500,258900,317900,406700,438300,440000
ZCTA5 43202,43202,171600,176100,178600,178100,176800,186600,193800,208300,229600,246800,260600,302900,317000,341400
ZCTA5 43203,43203,121600,87100,85200,82900,86400,90100,89400,89400,172900,188900,199000,249600,282100,319300
ZCTA5 43204,43204,107500,106200,101800,98900,98300,98100,99500,103500,110900,117300,131000,154600,170900,185800
ZCTA5 43205,43205,128800,126400,115500,98600,102800,107400,116900,136000,151700,211600,242500,284500,290800,317300
ZCTA5 43206,43206,115600,110800,107300,97700,97100,103100,117300,150200,171800,197400,221000,268200,280400,317300
ZCTA5 43207,43207,93200,91800,88900,86400,84600,84900,85100,87500,93100,102700,111200,136400,156200,180800
ZCTA5 43209,43209,199700,203900,199500,199600,206000,210700,228000,244300,256000,284300,299700,343100,373500,392500
ZCTA5 43210,43210,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ZCTA5 43211,43211,65200,63000,61600,59900,57500,55800,53300,54200,54600,58200,62400,75900,91600,112700
ZCTA5 43212,43212,238100,248100,243000,256900,269500,280900,297900,335700,351500,381300,411600,479900,514800,533700
ZCTA5 43213,43213,111100,105500,101500,96900,97700,97200,98600,109000,120600,125600,148300,171900,197700,211700
ZCTA5 43214,43214,205800,206100,205100,207400,211200,217800,228300,245500,265600,285800,308200,350200,371200,400400
ZCTA5 43215,43215,255100,242500,237800,243700,254700,257600,252700,272400,292300,324000,373300,484800,508300,551200
ZCTA5 43217,43217,43300,-,41800,29700,28300,28400,28800,28900,30700,37800,38100,43000,-,56900
ZCTA5 43218,43218,,,,,,,,,,,-,-,-,-
ZCTA5 43219,43219,94600,92900,90500,86800,82800,85700,88600,95300,104600,114500,126900,160300,173600,199200
ZCTA5 43220,43220,259100,255100,254800,260800,257600,275900,296300,305500,317400,355500,384800,444300,463200,473500
ZCTA5 43221,43221,234400,230600,233100,235200,239600,245100,263400,275100,290600,306300,341800,391800,419200,446900
ZCTA5 43222,43222,63900,60300,51300,49600,54200,50200,48000,64300,68000,68300,75000,99300,215900,228300
ZCTA5 43223,43223,83000,80800,82100,80400,79000,80900,79600,74600,75500,84700,86800,103800,113600,131100
ZCTA5 43224,43224,95500,92900,90900,88300,86500,84600,86600,87600,91300,103200,116500,140000,159800,170800
ZCTA5 43227,43227,94300,90500,86800,82900,80300,78800,78700,79300,83400,86300,94500,118900,134300,152800
ZCTA5 43228,43228,125900,120900,117800,112200,110700,110500,115100,121500,127200,135500,150200,184300,204000,219900
ZCTA5 43229,43229,132900,128300,122800,119900,120000,118800,122100,127100,133700,143000,156300,187500,210600,228200
ZCTA5 43230,43230,172100,170200,168600,168400,169200,170800,173700,183300,194200,204000,220500,261000,282800,306500
ZCTA5 43231,43231,137200,133800,128800,128100,126800,129500,133900,139400,141400,156500,168200,208700,222500,237000
ZCTA5 43232,43232,108300,106000,100000,96300,93000,92600,94600,97200,99600,104700,110700,136300,152700,172300
ZCTA5 43235,43235,212200,212000,209700,211200,211900,219100,224800,229600,241600,256900,269800,302000,346500,383500
ZCTA5 43240,43240,184400,173000,183100,184500,184300,193600,200500,193900,203200,204800,221800,263200,289800,329200
ZCTA5 43302,43302,94100,94200,93400,91000,89300,86800,86900,89100,92200,98300,108700,129100,139700,154200
ZCTA5 43310,43310,129600,122800,128000,114100,114600,119000,123100,122400,129100,136600,139200,142400,152500,163300
ZCTA5 43311,43311,120800,123900,120100,119500,123500,124600,121100,119800,121800,130300,135700,159500,183000,207600
ZCTA5 43314,43314,113200,111100,115800,119300,128500,145400,150600,137300,140100,154100,152800,158300,179700,147700
ZCTA5 43315,43315,122500,121200,121300,117600,123500,127800,135200,137100,152100,136600,140800,156000,168200,182700
ZCTA5 43316,43316,117000,116600,111800,115500,113600,121200,114300,118400,118500,123800,129500,159400,165900,167300
ZCTA5 43317,43317,92300,90700,85000,85000,75000,69300,85000,-,-,93900,116700,120000,116700,171400
ZCTA5 43318,43318,118600,124600,118900,121600,125600,133800,132600,135300,130300,154900,160600,177400,204900,215900
ZCTA5 43319,43319,136200,154800,136800,113700,95100,158300,160500,181000,187200,200000,259800,279900,286800,303200
ZCTA5 43320,43320,120900,112500,108900,115200,113500,116000,117700,113100,112300,96800,97500,122300,133300,124300
ZCTA5 43321,43321,82000,55500,56700,61700,84200,96700,110900,113700,116700,117700,124600,137500,141200,125000
ZCTA5 43322,43322,83000,80500,77200,73400,75700,77800,77500,84500,91100,81700,83800,113600,118900,123300
ZCTA5 43323,43323,114200,109600,110500,110200,112200,113900,114100,128200,119300,130300,135900,154000,164600,178500
ZCTA5 43324,43324,153000,152000,149500,135800,143400,156500,162400,157000,173200,205300,206200,215100,230900,256500
ZCTA5 43325,43325,,,,,,,,,,,-,-,-,-
ZCTA5 43326,43326,100600,96900,93400,94800,92900,92700,93800,95500,98400,104600,119800,122800,135700,153200
ZCTA5 43330,43330,60000,64200,61300,64100,64000,66400,68900,67500,70000,70800,75000,78800,80000,105000
ZCTA5 43331,43331,95800,93200,87800,82800,86800,87100,89200,103000,108900,125500,118100,145600,130300,145300
ZCTA5 43332,43332,107200,112600,111700,106300,97300,93300,92400,92800,103200,104200,106400,116000,122700,146600
ZCTA5 43333,43333,154500,148600,134000,117600,112500,114200,110400,-,87500,-,123700,109200,263600,251600
ZCTA5 43334,43334,124300,129000,120100,133700,134400,142400,150300,159200,166500,188000,209500,237100,245700,262900
ZCTA5 43336,43336,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ZCTA5 43337,43337,151200,134500,133500,127400,130900,118200,97900,113300,116100,117800,109600,134100,153700,141300
ZCTA5 43338,43338,129400,125200,120900,126900,128300,141800,145200,154900,156400,159400,162300,193300,212100,242400
ZCTA5 43340,43340,123400,130000,118700,121500,114500,117700,121800,121700,136800,136500,142100,158400,181500,192900
ZCTA5 43341,43341,129400,118000,121700,103900,102100,100200,93800,83300,105500,98700,119300,156300,162700,152600
ZCTA5 43342,43342,121700,127400,120600,128900,124100,123200,127200,134800,138000,126600,156000,169900,168600,176100
ZCTA5 43343,43343,91300,69200,79000,69900,90000,121100,127800,130300,132600,115300,121300,147300,169800,156900
ZCTA5 43344,43344,133800,130200,127600,123100,126700,128400,133400,141600,152400,166100,176600,208400,218300,237900
ZCTA5 43345,43345,116200,107300,100300,110000,115200,118400,129800,140900,135800,151100,152000,171900,153300,201600
ZCTA5 43346,43346,,,,,,,,,,,-,-,-,-
ZCTA5 43347,43347,149100,143200,133400,114600,116700,117800,136800,120700,130500,125500,121300,142300,156900,157600
ZCTA5 43348,43348,89800,97100,89100,103300,84400,86700,89700,104100,102800,126500,112100,135300,147900,173000
ZCTA5 43350,43350,,,,,,,,,,,78200,-,93000,157500
ZCTA5 43351,43351,107600,105000,101500,102900,105000,111600,112000,116700,129600,136700,141000,160500,166700,170400
ZCTA5 43356,43356,179100,152500,134900,133800,135600,137500,136700,135200,141400,178600,205400,261100,263000,250500
ZCTA5 43357,43357,143800,138300,136500,139000,146500,152800,156700,160700,160500,173100,169500,199100,215400,235300
ZCTA5 43358,43358,133600,122200,130300,120800,123500,118000,121100,118600,136900,142100,149400,170400,204400,218600
ZCTA5 43359,43359,93900,93400,83900,106100,103000,102300,108800,114600,117400,157300,163600,125000,169500,165100
ZCTA5 43360,43360,175900,177900,177500,185400,182400,183600,181100,186900,188200,169500,205000,224500,248900,232100
ZCTA5 43402,43402,172100,169800,165600,162600,163300,167600,173200,175200,178900,183700,192900,221800,230500,243100
ZCTA5 43403,43403,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ZCTA5 43406,43406,103900,98900,95200,87600,92300,91800,99800,108300,115700,120000,116600,141300,148900,161200
ZCTA5 43407,43407,116100,110500,110500,107000,111200,110600,114200,116900,118800,155000,156500,161500,206800,216700
ZCTA5 43408,43408,90400,88000,81900,84500,81100,79600,83600,85300,89400,92900,109600,117600,120700,117800
ZCTA5 43410,43410,106200,100600,99500,98000,99100,110700,112000,111600,114900,117200,126100,143400,161800,164900
ZCTA5 43412,43412,157300,152500,145100,137700,147100,157500,156500,159800,173800,171100,170200,204700,221400,229300
ZCTA5 43413,43413,105300,108300,108000,103000,107400,105900,104800,106500,100000,97300,103800,125300,123900,139700
ZCTA5 43414,43414,,,,,,,,,,,-,-,-,-
ZCTA5 43416,43416,141400,135400,128900,127700,134300,134500,138200,136300,143000,144300,150400,162000,175500,197100
ZCTA5 43420,43420,108100,107900,107800,108200,107600,107500,108600,110100,111400,115700,121500,135000,142400,152900
ZCTA5 43430,43430,132200,136300,127300,123500,125600,118500,117000,121000,121400,122900,125900,145800,149500,156700
ZCTA5 43431,43431,124800,126000,123800,116900,114700,112400,109900,114600,125100,120500,124500,149100,154600,151300
ZCTA5 43432,43432,144800,161700,122600,122400,117400,155200,136300,161400,161200,169700,159400,175500,216100,244700
ZCTA5 43433,43433,-,-,-,-,-,-,-,104000,104500,-,-,-,-,-
ZCTA5 43434,43434,52900,50000,48800,60000,68300,68300,70000,66700,62000,-,82500,93000,106300,105000
ZCTA5 43435,43435,118200,114600,109500,117800,123500,114600,121400,121600,136300,140700,145100,165400,167500,176400
ZCTA5 43436,43436,,,,,,,,,,,-,-,-,-
ZCTA5 43437,43437,94000,96300,92500,90000,103000,97000,112500,107000,112500,118500,139300,130000,147500,136300
ZCTA5 43438,43438,267900,260700,306500,315000,282800,289700,292700,298900,293500,298300,302800,295400,333300,346400
ZCTA5 43439,43439,47200,45700,-,-,62200,62500,-,63900,66100,-,-,-,-,-
ZCTA5 43440,43440,174200,182300,165700,173700,171000,174000,173900,186800,191200,204000,215500,252800,274700,297100
ZCTA5 43442,43442,102000,97500,97800,97300,102500,104800,113200,112100,110600,112300,120000,158500,173400,172500
ZCTA5 43443,43443,142700,145400,154100,153600,144900,149500,151600,154900,156100,153100,156300,181500,187300,207100
ZCTA5 43445,43445,125700,123200,130700,115100,138300,147800,136500,140000,176500,145100,147500,171100,190600,192900
ZCTA5 43446,43446,425000,286500,285400,257100,257100,256300,234100,250000,237500,225000,171900,262500,-,-
ZCTA5 43447,43447,153000,146500,134100,133700,128600,133100,131600,138900,141300,156500,168500,189400,208400,218600
ZCTA5 43449,43449,135100,136800,127000,130100,123900,129600,129600,141000,145800,154600,159400,174100,174600,180900
ZCTA5 43450,43450,168900,167500,160100,153200,150300,152300,162000,167300,176500,184200,202000,218200,220300,239700
ZCTA5 43451,43451,116000,126600,134800,127700,134800,142900,141100,147100,144100,134300,145200,165700,176700,207400
ZCTA5 43452,43452,133300,130400,135100,131900,141500,152100,154700,150900,154500,154100,161900,177500,206800,222000
ZCTA5 43456,43456,407100,456300,473100,371200,372500,434100,408300,420600,378800,351200,364600,379600,497500,589000
ZCTA5 43457,43457,108100,103400,97900,96700,96800,98500,100600,104700,112900,135300,135100,153100,152900,153800
ZCTA5 43458,43458,99700,101000,84100,87300,100800,104900,87600,92000,86900,84400,83400,95000,88000,97100
ZCTA5 43460,43460,134400,138100,135800,138400,134500,131200,134500,128900,143000,145300,152800,164300,172000,174000
ZCTA5 43462,43462,115200,115400,103900,102500,104900,97300,104100,110300,121100,100500,116000,150500,158700,166800
ZCTA5 43463,43463,-,-,-,-,-,-,-,-,-,-,80900,79600,78800,104900
ZCTA5 43464,43464,137800,133000,132000,130900,123200,119400,97100,93600,126800,99800,104000,115800,113200,124100
ZCTA5 43465,43465,112100,109200,105500,97400,98000,99100,101400,113100,115400,117900,120400,135000,146200,172800
ZCTA5 43466,43466,129100,130700,135100,113600,112100,111200,106800,116400,143500,155200,157700,165900,166000,177400
ZCTA5 43467,43467,65800,66700,66100,92000,58000,65000,67500,70000,55600,50000,54000,71700,65000,94200
ZCTA5 43468,43468,158000,151900,155000,100500,97100,93200,92700,94300,90400,88700,163100,184900,210000,206400
ZCTA5 43469,43469,138000,141600,141900,139200,142200,143500,139700,141900,140400,151600,156800,174100,187700,205500
ZCTA5 43501,43501,74600,82500,82200,83800,87500,95000,100800,107600,109400,102900,101600,124400,125000,114900
ZCTA5 43502,43502,141000,143700,131100,133000,133200,136800,138000,146800,152600,153700,158600,172800,191800,203300
ZCTA5 43504,43504,178300,178200,175400,158600,158300,154900,157300,154800,164400,184600,203500,202000,223900,260300
ZCTA5 43505,43505,83000,87500,82500,79300,90000,79400,80000,103600,117200,105000,118800,137500,215900,-
ZCTA5 43506,43506,114000,114000,114700,105700,108700,102500,97500,100300,111800,114400,118300,144700,154700,162000
ZCTA5 43510,43510,,,,,,,,,,,-,193800,-,-
ZCTA5 43511,43511,133300,126300,130100,133000,119400,126900,128000,134300,142300,143100,196200,206400,201400,171700
ZCTA5 43512,43512,113600,111500,107600,109400,110200,109600,113300,119700,122800,128300,134400,148700,149300,158800
ZCTA5 43515,43515,130000,129000,134900,133600,134300,135500,135900,132900,134700,138300,141700,161300,175200,193700
ZCTA5 43516,43516,106500,106200,101000,97100,89000,96600,96000,105700,115600,114700,112800,141900,150000,150900
ZCTA5 43517,43517,102000,99300,103400,99900,103500,107600,110000,112100,114000,103600,105400,121900,127300,136500
ZCTA5 43518,43518,97200,93900,88900,90100,91500,100400,104300,118900,124500,132100,127800,134600,143700,146900
ZCTA5 43519,43519,83200,70000,70800,68800,67300,63200,66700,84300,88900,84000,94900,112500,112600,114700
ZCTA5 43520,43520,,,,,,,,,,,-,-,-,-
ZCTA5 43521,43521,85200,84600,80800,79000,78000,78900,83000,90600,94700,97500,107800,119900,119800,120500
ZCTA5 43522,43522,157700,158300,155200,148300,147400,145600,161400,162900,155600,157200,175000,193600,196500,219000
ZCTA5 43523,43523,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ZCTA5 43524,43524,106300,118500,117900,103800,98600,95900,96900,99200,110600,106300,123500,161500,167200,165800
ZCTA5 43525,43525,168500,164200,160700,158400,158200,161200,164400,168200,181900,196100,213700,234400,234300,241300
ZCTA5 43526,43526,97800,95900,95800,94800,98500,103500,107700,107900,109400,114800,118000,135700,152000,168400
ZCTA5 43527,43527,93700,92000,91800,88000,86600,91000,92500,95200,97000,99600,98900,120200,123600,136300
ZCTA5 43528,43528,173600,159200,164500,168100,166900,171200,179100,186400,186400,202600,212800,236600,246500,276100
ZCTA5 43529,43529,75400,73700,64200,53300,51800,55900,46900,50000,65000,80600,70700,73200,85800,86900
ZCTA5 43530,43530,,,,,,,,,,,-,-,-,-
ZCTA5 43531,43531,66300,-,-,-,-,-,105000,105600,106000,103500,-,39500,37700,46700
ZCTA5 43532,43532,132900,122500,119600,123700,131900,133900,136400,140700,145300,145800,160100,187300,202500,202500
ZCTA5 43533,43533,121800,122500,123600,123600,115600,131700,126300,139200,142800,159800,152800,169400,169800,169800
ZCTA5 43534,43534,112200,107000,110200,93600,91600,89500,89200,89700,102700,110600,128100,144100,157100,174000
ZCTA5 43535,43535,87900,100900,88600,107000,111800,114900,119500,121000,115800,117900,134800,161300,162500,172100
ZCTA5 43536,43536,73600,130100,103100,126800,124200,125700,-,205800,-,-,128600,123400,109400,133200
ZCTA5 43537,43537,168400,163200,161000,157900,162400,163700,168300,168500,173800,182700,196900,218300,235200,253300
ZCTA5 43540,43540,132500,140900,137000,131400,148000,123200,121100,131300,142000,147100,149900,159000,173900,259300
ZCTA5 43541,43541,66700,75000,66400,63600,65700,80000,86100,86700,86400,70000,65000,70000,70000,59200
ZCTA5 43542,43542,197300,195800,207800,217900,232700,258200,263800,267000,262300,276600,304700,369400,423000,402000
ZCTA5 43543,43543,92400,92500,84900,85300,83700,86100,86100,88900,91600,93700,98200,122000,130100,136700
