Geographic_Area_Name,zipCode,Charged_for_other_fuels!!$250_to_$749_2021,Charged_for_other_fuels!!$250_to_$749_2022,Charged_for_other_fuels!!$250_to_$749_2023,Charged_for_other_fuels!!$750+units_2021,Charged_for_other_fuels!!$750+units_2022,Charged_for_other_fuels!!$750+units_2023,Charged_for_other_fuels!!Less_than_$250_2021,Charged_for_other_fuels!!Less_than_$250_2022,Charged_for_other_fuels!!Less_than_$250_2023,Charged_for_other_fuels_2021,Charged_for_other_fuels_2022,Charged_for_other_fuels_2023,"Not_charged,_not_used,_or_payment_included_in_other_fees_2021","Not_charged,_not_used,_or_payment_included_in_other_fees_2022","Not_charged,_not_used,_or_payment_included_in_other_fees_2023",Total_2021,Total_2022,Total_2023
ZCTA5 58426,58426,0,6,0,11,12,6,5,0,0,16,18,6,58,45,45,74,63,51
ZCTA5 58428,58428,0,0,0,4,3,5,1,1,5,5,4,10,97,99,109,102,103,119
ZCTA5 58429,58429,0,16,18,13,21,32,5,8,11,18,45,61,114,91,93,132,136,154
ZCTA5 58430,58430,3,4,4,2,0,0,0,0,0,5,4,4,52,51,47,57,55,51
ZCTA5 58431,58431,4,16,2,12,12,6,1,0,0,17,28,8,38,36,32,55,64,40
ZCTA5 58433,58433,24,16,17,35,36,29,34,30,21,93,82,67,425,447,440,518,529,507
ZCTA5 58436,58436,1,1,1,35,42,49,2,4,14,38,47,64,629,592,577,667,639,641
ZCTA5 58438,58438,6,7,12,21,13,15,6,2,20,33,22,47,335,312,307,368,334,354
ZCTA5 58439,58439,0,0,0,1,1,2,0,0,0,1,1,2,54,65,71,55,66,73
ZCTA5 58440,58440,4,4,2,17,14,18,0,0,0,21,18,20,38,26,41,59,44,61
ZCTA5 58441,58441,3,5,2,12,6,9,0,0,0,15,11,11,120,85,96,135,96,107
ZCTA5 58442,58442,13,15,13,15,9,6,7,7,7,35,31,26,152,161,145,187,192,171
ZCTA5 58443,58443,2,1,1,0,0,0,5,3,0,7,4,1,57,72,67,64,76,68
ZCTA5 58444,58444,3,2,2,2,2,2,2,3,1,7,7,5,76,79,80,83,86,85
ZCTA5 58445,58445,2,2,0,2,2,3,2,2,2,6,6,5,67,49,45,73,55,50
ZCTA5 58448,58448,5,0,0,29,28,25,3,3,6,37,31,31,111,124,104,148,155,135
ZCTA5 58451,58451,0,0,0,2,2,1,1,2,1,3,4,2,38,30,24,41,34,26
ZCTA5 58452,58452,0,0,0,0,0,0,0,0,0,0,0,0,13,13,3,13,13,3
ZCTA5 58454,58454,5,0,0,12,14,8,0,3,2,17,17,10,149,124,149,166,141,159
ZCTA5 58455,58455,5,1,4,9,19,18,2,3,3,16,23,25,98,91,66,114,114,91
ZCTA5 58456,58456,4,1,1,26,29,35,0,0,0,30,30,36,230,218,221,260,248,257
ZCTA5 58458,58458,8,13,11,58,54,55,26,22,19,92,89,85,329,326,372,421,415,457
ZCTA5 58460,58460,12,1,1,11,10,10,0,0,5,23,11,16,46,47,42,69,58,58
ZCTA5 58461,58461,5,2,13,17,19,26,0,5,6,22,26,45,162,150,167,184,176,212
ZCTA5 58463,58463,9,7,5,30,26,33,4,14,19,43,47,57,248,257,260,291,304,317
ZCTA5 58464,58464,15,9,10,11,0,8,16,15,17,42,24,35,59,71,73,101,95,108
ZCTA5 58466,58466,3,0,14,18,15,13,2,1,2,23,16,29,188,189,171,211,205,200
ZCTA5 58467,58467,2,5,3,17,21,18,5,2,1,24,28,22,213,203,207,237,231,229
ZCTA5 58472,58472,9,9,7,16,22,26,3,4,3,28,35,36,122,132,136,150,167,172
ZCTA5 58474,58474,31,28,30,121,88,104,27,20,19,179,136,153,889,969,971,1068,1105,1124
ZCTA5 58475,58475,1,1,1,6,5,5,0,0,0,7,6,6,77,71,53,84,77,59
ZCTA5 58476,58476,0,0,0,3,3,0,1,0,0,4,3,0,196,230,257,200,233,257
ZCTA5 58477,58477,10,12,9,2,0,0,2,2,2,14,14,11,47,40,42,61,54,53
ZCTA5 58478,58478,2,0,0,26,24,24,0,0,0,28,24,24,40,47,62,68,71,86
ZCTA5 58479,58479,5,1,1,14,23,23,0,0,0,19,24,24,50,55,59,69,79,83
ZCTA5 58480,58480,1,0,0,10,9,9,2,2,0,13,11,9,87,80,76,100,91,85
ZCTA5 58481,58481,5,7,7,47,62,43,0,0,0,52,69,50,72,43,47,124,112,97
ZCTA5 58482,58482,0,0,0,1,7,9,0,0,0,1,7,9,441,464,458,442,471,467
ZCTA5 58483,58483,10,12,14,18,26,32,1,2,3,29,40,49,103,99,118,132,139,167
ZCTA5 58484,58484,0,0,0,0,0,0,0,0,0,0,0,0,38,39,38,38,39,38
ZCTA5 58486,58486,2,2,1,3,2,1,0,0,0,5,4,2,70,70,73,75,74,75
ZCTA5 58487,58487,0,0,0,21,38,28,5,6,7,26,44,35,159,158,155,185,202,190
ZCTA5 58488,58488,0,0,0,4,0,0,0,0,0,4,0,0,79,105,92,83,105,92
ZCTA5 58490,58490,5,9,10,9,7,8,12,10,7,26,26,25,79,91,82,105,117,107
ZCTA5 58492,58492,32,16,6,42,38,49,5,9,0,79,63,55,120,109,88,199,172,143
ZCTA5 58494,58494,10,10,8,4,4,5,0,0,0,14,14,13,126,123,129,140,137,142
ZCTA5 58495,58495,24,21,18,41,69,67,18,21,13,83,111,98,419,383,410,502,494,508
ZCTA5 58496,58496,1,1,1,7,8,8,0,0,0,8,9,9,91,68,80,99,77,89
ZCTA5 58497,58497,0,0,0,12,19,19,2,2,2,14,21,21,67,68,86,81,89,107
ZCTA5 58501,58501,36,27,43,76,65,76,87,86,73,199,178,192,11595,11645,11839,11794,11823,12031
ZCTA5 58503,58503,169,180,72,161,127,152,112,89,143,442,396,367,14324,14661,14760,14766,15057,15127
ZCTA5 58504,58504,78,79,41,70,69,64,154,175,109,302,323,214,11141,11381,11718,11443,11704,11932
ZCTA5 58505,58505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZCTA5 58520,58520,0,0,0,0,0,0,7,8,8,7,8,8,94,102,106,101,110,114
ZCTA5 58521,58521,10,10,6,12,8,9,0,0,6,22,18,21,265,291,287,287,309,308
ZCTA5 58523,58523,23,12,3,43,48,72,63,62,43,129,122,118,1208,1251,1226,1337,1373,1344
ZCTA5 58524,58524,0,0,0,7,7,8,0,0,0,7,7,8,36,24,34,43,31,42
ZCTA5 58528,58528,6,10,8,0,5,3,0,0,0,6,15,11,146,145,155,152,160,166
ZCTA5 58529,58529,9,3,6,28,24,23,13,7,4,50,34,33,258,265,256,308,299,289
ZCTA5 58530,58530,15,14,5,26,17,26,16,4,4,57,35,35,370,372,394,427,407,429
ZCTA5 58531,58531,3,7,8,10,9,2,0,0,18,13,16,28,167,169,167,180,185,195
ZCTA5 58532,58532,0,0,0,14,13,11,0,0,0,14,13,11,129,145,156,143,158,167
ZCTA5 58533,58533,14,9,14,77,64,60,18,22,32,109,95,106,340,357,336,449,452,442
ZCTA5 58535,58535,7,4,4,20,17,17,2,2,2,29,23,23,178,201,202,207,224,225
ZCTA5 58538,58538,4,14,20,18,64,52,1,5,4,23,83,76,611,545,552,634,628,628
ZCTA5 58540,58540,14,16,15,4,7,9,26,41,45,44,64,69,1142,1180,1135,1186,1244,1204
ZCTA5 58541,58541,20,7,6,2,15,21,22,2,0,44,24,27,209,199,202,253,223,229
ZCTA5 58542,58542,9,9,9,27,27,29,0,0,0,36,36,38,90,67,68,126,103,106
ZCTA5 58544,58544,4,3,3,32,21,23,7,7,9,43,31,35,198,216,193,241,247,228
ZCTA5 58545,58545,5,9,4,31,27,40,17,24,23,53,60,67,1407,1340,1417,1460,1400,1484
ZCTA5 58549,58549,0,0,0,17,14,12,3,0,0,20,14,12,75,84,81,95,98,93
ZCTA5 58552,58552,21,13,5,41,44,36,2,2,2,64,59,43,682,673,731,746,732,774
ZCTA5 58554,58554,43,96,77,212,145,140,151,163,178,406,404,395,10955,11000,11333,11361,11404,11728
ZCTA5 58558,58558,5,0,0,8,11,14,1,1,1,14,12,15,326,295,280,340,307,295
ZCTA5 58559,58559,8,6,5,3,3,3,4,3,4,15,12,12,101,131,153,116,143,165
ZCTA5 58560,58560,0,0,0,18,24,19,1,1,1,19,25,20,70,65,71,89,90,91
ZCTA5 58561,58561,16,20,25,65,72,75,20,21,3,101,113,103,352,337,329,453,450,432
ZCTA5 58562,58562,8,6,6,14,19,14,9,6,6,31,31,26,118,105,132,149,136,158
ZCTA5 58563,58563,22,10,1,72,75,72,5,6,7,99,91,80,694,644,672,793,735,752
ZCTA5 58564,58564,0,0,0,2,2,6,2,1,1,4,3,7,38,49,46,42,52,53
ZCTA5 58565,58565,1,0,0,1,1,2,0,0,0,2,1,2,94,102,106,96,103,108
ZCTA5 58566,58566,1,2,3,10,16,17,1,1,0,12,19,20,82,83,90,94,102,110
ZCTA5 58568,58568,0,0,0,9,9,16,3,4,3,12,13,19,166,139,143,178,152,162
ZCTA5 58569,58569,0,0,3,9,9,9,0,0,0,9,9,12,36,35,28,45,44,40
ZCTA5 58570,58570,5,1,2,7,10,10,19,16,17,31,27,29,143,124,129,174,151,158
ZCTA5 58571,58571,9,8,11,18,18,39,15,17,20,42,43,70,221,254,245,263,297,315
ZCTA5 58572,58572,8,9,9,7,10,9,5,4,6,20,23,24,102,110,110,122,133,134
ZCTA5 58573,58573,9,8,9,34,24,29,12,8,6,55,40,44,211,237,238,266,277,282
ZCTA5 58575,58575,6,2,5,0,3,7,0,0,0,6,5,12,365,375,401,371,380,413
ZCTA5 58576,58576,4,3,0,7,5,5,10,9,9,21,17,14,441,476,470,462,493,484
ZCTA5 58577,58577,5,6,3,2,3,4,4,3,6,11,12,13,806,809,813,817,821,826
ZCTA5 58579,58579,10,7,7,2,2,2,12,2,5,24,11,14,463,436,422,487,447,436
ZCTA5 58580,58580,1,0,1,2,3,1,27,33,31,30,36,33,169,228,227,199,264,260
ZCTA5 58581,58581,1,0,5,10,14,7,4,6,0,15,20,12,114,130,133,129,150,145
ZCTA5 58601,58601,94,121,136,223,231,174,44,64,108,361,416,418,11283,11352,11413,11644,11768,11831
ZCTA5 58620,58620,4,2,5,0,4,3,5,2,2,9,8,10,55,66,57,64,74,67
ZCTA5 58621,58621,4,3,9,5,0,0,0,0,0,9,3,9,546,492,477,555,495,486
ZCTA5 58622,58622,9,31,42,5,8,10,9,3,0,23,42,52,630,610,584,653,652,636
ZCTA5 58623,58623,4,0,0,10,15,44,6,8,7,20,23,51,744,762,763,764,785,814
ZCTA5 58625,58625,2,2,7,1,1,2,6,7,8,9,10,17,101,96,88,110,106,105
ZCTA5 58626,58626,24,17,25,10,23,14,6,5,0,40,45,39,139,150,145,179,195,184
ZCTA5 58627,58627,6,5,7,0,4,5,0,0,0,6,9,12,57,54,62,63,63,74
ZCTA5 58630,58630,26,21,16,0,0,0,28,18,13,54,39,29,181,170,163,235,209,192
ZCTA5 58631,58631,9,5,5,5,10,13,20,8,4,34,23,22,434,433,428,468,456,450
ZCTA5 58632,58632,0,0,0,8,8,5,0,4,3,8,12,8,73,89,83,81,101,91
ZCTA5 58634,58634,0,0,0,0,0,3,0,0,0,0,0,3,162,128,113,162,128,116
ZCTA5 58636,58636,21,9,11,9,7,11,7,5,4,37,21,26,299,306,310,336,327,336
ZCTA5 58638,58638,20,13,8,16,22,7,2,3,3,38,38,18,361,338,367,399,376,385
ZCTA5 58639,58639,16,17,12,23,37,71,3,2,0,42,56,83,755,727,730,797,783,813
ZCTA5 58640,58640,24,20,7,14,22,17,7,8,6,45,50,30,470,431,450,515,481,480
ZCTA5 58641,58641,0,0,0,4,4,7,2,0,0,6,4,7,31,24,20,37,28,27
ZCTA5 58642,58642,0,5,8,0,20,20,0,0,0,0,25,28,99,96,97,99,121,125
ZCTA5 58643,58643,0,0,0,10,18,13,0,0,0,10,18,13,57,52,43,67,70,56
ZCTA5 58644,58644,0,0,0,0,0,0,0,0,0,0,0,0,7,9,8,7,9,8
ZCTA5 58645,58645,0,0,3,0,0,15,0,0,0,0,0,18,89,118,118,89,118,136
ZCTA5 58646,58646,11,11,5,5,6,7,0,5,4,16,22,16,448,443,483,464,465,499
ZCTA5 58647,58647,8,12,13,5,9,6,41,40,26,54,61,45,402,445,449,456,506,494
ZCTA5 58649,58649,0,0,9,1,1,7,1,0,0,2,1,16,127,135,142,129,136,158
ZCTA5 58650,58650,1,1,4,2,3,2,0,0,0,3,4,6,207,190,213,210,194,219
ZCTA5 58651,58651,3,10,11,0,7,12,7,0,0,10,17,23,213,210,227,223,227,250
ZCTA5 58652,58652,4,1,0,10,9,20,14,13,17,28,23,37,448,450,439,476,473,476
ZCTA5 58653,58653,3,1,1,12,18,14,5,12,8,20,31,23,270,237,248,290,268,271
ZCTA5 58654,58654,3,4,0,2,2,6,4,0,0,9,6,6,83,90,90,92,96,96
ZCTA5 58655,58655,7,3,18,0,0,12,0,3,3,7,6,33,246,227,226,253,233,259
ZCTA5 58656,58656,2,0,0,6,2,11,2,4,0,10,6,11,142,160,145,152,166,156
ZCTA5 58701,58701,27,48,55,264,155,147,152,155,108,443,358,310,13775,13831,14034,14218,14189,14344
ZCTA5 58703,58703,129,155,140,157,140,82,29,77,60,315,372,282,8914,9237,9080,9229,9609,9362
ZCTA5 58704,58704,0,0,0,0,0,0,0,0,0,0,0,0,1290,1276,1329,1290,1276,1329
ZCTA5 58705,58705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZCTA5 58707,58707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZCTA5 58710,58710,2,1,4,29,25,24,1,1,5,32,27,33,224,222,219,256,249,252
ZCTA5 58711,58711,4,2,2,1,3,3,0,0,0,5,5,5,76,87,63,81,92,68
ZCTA5 58712,58712,2,2,2,4,3,2,0,0,0,6,5,4,34,40,35,40,45,39
ZCTA5 58713,58713,0,0,0,3,2,2,0,0,0,3,2,2,29,30,34,32,32,36
ZCTA5 58716,58716,6,4,4,9,10,5,0,0,0,15,14,9,108,103,106,123,117,115
ZCTA5 58718,58718,8,7,6,1,6,6,7,8,9,16,21,21,408,371,453,424,392,474
ZCTA5 58721,58721,1,1,1,19,18,12,0,0,0,20,19,13,194,183,181,214,202,194
ZCTA5 58722,58722,3,21,19,3,3,3,11,7,8,17,31,30,637,579,511,654,610,541
ZCTA5 58723,58723,2,2,3,3,4,9,3,2,2,8,8,14,70,79,80,78,87,94
ZCTA5 58725,58725,0,0,0,5,4,8,4,4,5,9,8,13,153,127,161,162,135,174
ZCTA5 58727,58727,5,4,5,2,10,8,0,0,0,7,14,13,76,72,72,83,86,85
ZCTA5 58730,58730,0,0,0,14,32,62,11,11,12,25,43,74,491,490,524,516,533,598
ZCTA5 58731,58731,0,0,0,3,4,2,1,2,0,4,6,2,145,137,152,149,143,154
ZCTA5 58733,58733,0,2,2,0,0,0,0,0,0,0,2,2,155,117,100,155,119,102
ZCTA5 58734,58734,3,3,2,2,5,5,0,0,0,5,8,7,110,103,95,115,111,102
ZCTA5 58735,58735,10,8,7,1,1,2,7,5,5,18,14,14,118,126,141,136,140,155
ZCTA5 58736,58736,8,7,10,20,27,16,17,18,18,45,52,44,193,187,182,238,239,226
ZCTA5 58737,58737,0,0,0,2,12,9,1,2,0,3,14,9,52,47,39,55,61,48
ZCTA5 58740,58740,1,2,0,10,9,7,0,0,3,11,11,10,251,272,285,262,283,295
ZCTA5 58741,58741,6,4,0,6,6,13,2,0,0,14,10,13,277,272,276,291,282,289
ZCTA5 58744,58744,1,0,0,19,18,13,0,2,2,20,20,15,47,55,45,67,75,60
ZCTA5 58746,58746,36,20,17,13,24,31,0,0,0,49,44,48,589,663,641,638,707,689
ZCTA5 58748,58748,0,0,0,7,8,6,0,2,1,7,10,7,51,54,45,58,64,52
ZCTA5 58750,58750,4,3,3,4,6,5,6,6,2,14,15,10,134,181,236,148,196,246
ZCTA5 58752,58752,0,0,0,3,2,2,0,0,0,3,2,2,144,162,147,147,164,149
ZCTA5 58755,58755,0,0,0,0,0,0,0,0,0,0,0,0,98,99,109,98,99,109
ZCTA5 58756,58756,0,0,0,0,0,2,0,0,3,0,0,5,92,83,80,92,83,85
ZCTA5 58757,58757,1,4,3,3,9,6,0,0,0,4,13,9,301,328,362,305,341,371
ZCTA5 58758,58758,2,2,1,7,8,11,2,0,5,11,10,17,106,109,99,117,119,116
ZCTA5 58759,58759,2,0,3,12,18,21,0,0,0,14,18,24,233,230,240,247,248,264
ZCTA5 58760,58760,3,3,7,3,3,3,0,5,6,6,11,16,102,90,84,108,101,100
ZCTA5 58761,58761,7,8,13,4,4,3,16,11,18,27,23,34,289,292,295,316,315,329
ZCTA5 58762,58762,3,2,2,6,6,2,0,0,0,9,8,4,64,69,87,73,77,91
ZCTA5 58763,58763,70,87,93,14,5,5,25,22,24,109,114,122,1263,1318,1575,1372,1432,1697
ZCTA5 58765,58765,11,13,16,10,14,12,1,2,2,22,29,30,133,114,87,155,143,117
ZCTA5 58768,58768,0,11,11,23,20,22,4,4,0,27,35,33,91,110,96,118,145,129
ZCTA5 58769,58769,2,3,5,0,0,0,0,0,0,2,3,5,134,96,100,136,99,105
ZCTA5 58770,58770,10,10,3,4,10,14,0,0,0,14,20,17,559,591,597,573,611,614
ZCTA5 58771,58771,2,3,2,2,6,7,0,0,2,4,9,11,211,204,245,215,213,256
ZCTA5 58772,58772,0,0,0,1,1,1,0,0,0,1,1,1,74,90,93,75,91,94
ZCTA5 58773,58773,6,8,8,19,20,20,0,0,0,25,28,28,343,347,356,368,375,384
ZCTA5 58775,58775,0,0,0,5,5,4,0,0,0,5,5,4,61,55,65,66,60,69
ZCTA5 58776,58776,0,0,0,0,0,0,0,0,0,0,0,0,154,122,109,154,122,109
ZCTA5 58778,58778,3,3,3,0,0,0,0,0,0,3,3,3,61,57,74,64,60,77
ZCTA5 58779,58779,2,6,5,6,5,5,0,0,0,8,11,10,115,120,106,123,131,116
ZCTA5 58781,58781,7,1,2,13,17,34,1,1,1,21,19,37,185,219,221,206,238,258
ZCTA5 58782,58782,8,9,3,5,3,2,13,16,19,26,28,24,176,164,168,202,192,192
ZCTA5 58783,58783,0,0,5,7,7,13,2,2,2,9,9,20,173,174,153,182,183,173
ZCTA5 58784,58784,18,0,0,0,0,0,3,4,4,21,4,4,964,1054,1104,985,1058,1108
ZCTA5 58785,58785,0,0,0,7,3,3,0,0,0,7,3,3,577,592,614,584,595,617
ZCTA5 58787,58787,0,0,0,3,4,3,0,0,0,3,4,3,58,28,41,61,32,44
ZCTA5 58788,58788,30,3,2,27,47,46,11,10,1,68,60,49,367,353,345,435,413,394
ZCTA5 58789,58789,3,4,4,22,21,26,6,7,3,31,32,33,109,134,142,140,166,175
ZCTA5 58790,58790,13,13,15,50,45,47,29,25,19,92,83,81,509,495,495,601,578,576
ZCTA5 58792,58792,7,5,5,8,4,7,0,0,0,15,9,12,86,97,94,101,106,106
ZCTA5 58793,58793,2,4,5,12,7,8,5,2,1,19,13,14,192,206,190,211,219,204
ZCTA5 58794,58794,21,18,15,0,0,0,0,0,0,21,18,15,67,69,102,88,87,117
ZCTA5 58795,58795,0,0,0,4,6,4,0,0,0,4,6,4,70,61,94,74,67,98
ZCTA5 58801,58801,38,50,81,370,230,187,111,184,163,519,464,431,12446,12738,12594,12965,13202,13025
ZCTA5 58830,58830,1,0,0,16,14,6,0,0,0,17,14,6,71,70,46,88,84,52
ZCTA5 58831,58831,4,0,0,6,14,11,0,4,5,10,18,16,387,362,395,397,380,411
ZCTA5 58833,58833,0,0,0,7,10,1,0,0,0,7,10,1,78,78,70,85,88,71
ZCTA5 58835,58835,7,7,9,0,0,0,0,0,0,7,7,9,313,301,359,320,308,368
ZCTA5 58838,58838,0,0,6,5,10,6,0,0,0,5,10,12,132,137,134,137,147,146
ZCTA5 58843,58843,16,14,10,0,0,0,27,17,0,43,31,10,208,250,249,251,281,259
ZCTA5 58844,58844,0,0,0,0,0,3,0,0,0,0,0,3,40,55,52,40,55,55
ZCTA5 58845,58845,4,6,4,32,25,12,4,4,6,40,35,22,296,278,267,336,313,289
ZCTA5 58847,58847,0,0,0,6,6,4,0,0,0,6,6,4,106,102,127,112,108,131
ZCTA5 58849,58849,11,0,0,24,20,15,0,0,0,35,20,15,494,495,469,529,515,484
ZCTA5 58852,58852,18,15,9,0,0,4,0,0,0,18,15,13,816,878,857,834,893,870
ZCTA5 58853,58853,12,13,0,3,3,0,0,0,0,15,16,0,182,189,147,197,205,147
ZCTA5 58854,58854,0,0,20,12,4,0,36,36,35,48,40,55,3026,3447,3734,3074,3487,3789
ZCTA5 58856,58856,4,0,0,0,0,0,0,0,0,4,0,0,27,38,78,31,38,78
ZCTA5 59001,59001,36,40,47,37,49,31,27,17,20,100,106,98,545,561,625,645,667,723
ZCTA5 59002,59002,2,6,4,6,4,4,3,0,0,11,10,8,48,64,45,59,74,53
ZCTA5 59003,59003,42,37,32,8,16,33,17,19,0,67,72,65,434,427,439,501,499,504
ZCTA5 59006,59006,36,28,41,26,10,29,0,0,0,62,38,70,501,407,409,563,445,479
ZCTA5 59007,59007,16,12,10,13,7,3,9,5,2,38,24,15,28,28,28,66,52,43
ZCTA5 59008,59008,16,4,4,9,5,10,18,19,21,43,28,35,104,115,121,147,143,156
ZCTA5 59010,59010,2,0,3,19,17,17,2,1,3,23,18,23,80,84,68,103,102,91
ZCTA5 59011,59011,54,60,35,49,96,120,56,82,64,159,238,219,1006,984,1042,1165,1222,1261
ZCTA5 59012,59012,9,0,0,0,3,3,1,1,1,10,4,4,22,22,18,32,26,22
ZCTA5 59013,59013,20,26,26,0,0,15,5,5,4,25,31,45,44,39,30,69,70,75
ZCTA5 59014,59014,43,46,57,13,12,14,22,20,12,78,78,83,585,553,526,663,631,609
ZCTA5 59015,59015,12,19,9,14,10,9,14,15,10,40,44,28,107,100,101,147,144,129
ZCTA5 59016,59016,6,9,19,0,13,14,2,2,2,8,24,35,246,259,242,254,283,277
ZCTA5 59018,59018,34,19,24,29,37,34,22,8,10,85,64,68,180,224,244,265,288,312
ZCTA5 59019,59019,134,108,116,28,33,82,109,87,89,271,228,287,1360,1484,1453,1631,1712,1740
ZCTA5 59020,59020,10,11,14,4,3,4,6,4,6,20,18,24,30,30,32,50,48,56
ZCTA5 59022,59022,6,6,3,20,26,10,8,8,8,34,40,21,390,424,461,424,464,482
ZCTA5 59024,59024,7,7,6,5,13,10,2,0,0,14,20,16,128,122,121,142,142,137
ZCTA5 59025,59025,0,0,4,0,0,0,0,0,0,0,0,4,24,22,21,24,22,25
ZCTA5 59026,59026,2,4,3,0,0,0,0,0,0,2,4,3,81,63,66,83,67,69
ZCTA5 59027,59027,55,18,18,44,22,26,25,23,19,124,63,63,288,295,355,412,358,418
ZCTA5 59028,59028,40,41,50,29,27,27,53,23,12,122,91,89,130,136,144,252,227,233
ZCTA5 59029,59029,44,39,33,4,10,19,0,0,0,48,49,52,286,310,296,334,359,348
ZCTA5 59030,59030,76,60,51,65,62,84,69,78,46,210,200,181,534,514,532,744,714,713
ZCTA5 59031,59031,11,4,4,0,0,0,0,0,0,11,4,4,76,61,73,87,65,77
ZCTA5 59032,59032,10,10,4,42,59,34,4,0,3,56,69,41,145,147,144,201,216,185
ZCTA5 59033,59033,3,3,3,11,24,25,2,1,3,16,28,31,37,33,33,53,61,64
ZCTA5 59034,59034,17,11,4,47,50,41,57,13,4,121,74,49,1544,1640,1713,1665,1714,1762
ZCTA5 59035,59035,8,0,0,0,0,0,0,0,0,8,0,0,110,95,94,118,95,94
ZCTA5 59036,59036,27,5,6,19,41,43,0,0,0,46,46,49,546,593,586,592,639,635
ZCTA5 59037,59037,71,64,72,48,66,43,41,34,0,160,164,115,702,703,751,862,867,866
ZCTA5 59038,59038,19,11,20,18,19,14,5,4,11,42,34,45,232,250,274,274,284,319
ZCTA5 59039,59039,0,0,0,0,0,0,0,0,0,0,0,0,13,10,6,13,10,6
ZCTA5 59041,59041,48,58,72,48,48,33,76,39,19,172,145,124,657,660,654,829,805,778
ZCTA5 59043,59043,37,44,59,21,27,22,27,29,17,85,100,98,560,577,557,645,677,655
ZCTA5 59044,59044,59,53,30,23,24,32,152,75,50,234,152,112,4649,4897,4947,4883,5049,5059
ZCTA5 59046,59046,28,25,17,15,17,14,16,9,10,59,51,41,150,130,151,209,181,192
ZCTA5 59047,59047,487,487,489,249,348,347,156,141,157,892,976,993,4900,5104,5134,5792,6080,6127
ZCTA5 59050,59050,28,24,26,5,11,18,7,0,3,40,35,47,319,312,308,359,347,355
ZCTA5 59052,59052,1,1,0,5,9,7,7,4,4,13,14,11,50,48,75,63,62,86
ZCTA5 59053,59053,59,42,36,0,0,6,0,0,0,59,42,42,100,67,102,159,109,144
ZCTA5 59054,59054,7,8,5,15,11,8,11,0,0,33,19,13,108,86,101,141,105,114
ZCTA5 59055,59055,0,0,0,0,4,6,0,0,0,0,4,6,34,28,21,34,32,27
ZCTA5 59057,59057,9,23,91,27,8,6,78,73,66,114,104,163,216,244,174,330,348,337
ZCTA5 59058,59058,0,0,0,2,1,2,0,1,1,2,2,3,13,7,14,15,9,17
ZCTA5 59059,59059,2,3,13,0,0,0,19,16,16,21,19,29,69,67,62,90,86,91
ZCTA5 59061,59061,17,12,7,8,20,20,17,20,17,42,52,44,108,97,106,150,149,150
ZCTA5 59062,59062,5,4,8,0,0,0,4,4,4,9,8,12,23,14,15,32,22,27
ZCTA5 59063,59063,43,36,39,44,41,35,29,27,10,116,104,84,611,636,688,727,740,772
ZCTA5 59064,59064,6,6,6,0,0,0,39,37,26,45,43,32,57,67,76,102,110,108
ZCTA5 59065,59065,4,5,5,0,0,7,0,0,0,4,5,12,71,47,42,75,52,54
ZCTA5 59066,59066,7,7,9,4,8,11,0,1,3,11,16,23,116,135,147,127,151,170
ZCTA5 59067,59067,0,2,2,10,9,9,9,10,6,19,21,17,73,56,59,92,77,76
ZCTA5 59068,59068,60,102,121,49,53,26,185,115,110,294,270,257,1384,1595,1687,1678,1865,1944
ZCTA5 59069,59069,24,27,29,12,11,19,63,37,22,99,75,70,183,160,150,282,235,220
ZCTA5 59070,59070,67,88,95,47,42,37,59,54,48,173,184,180,226,270,321,399,454,501
ZCTA5 59071,59071,0,0,0,4,4,3,6,6,6,10,10,9,35,32,22,45,42,31
ZCTA5 59072,59072,294,288,268,284,405,452,193,126,113,771,819,833,1143,1117,1078,1914,1936,1911
ZCTA5 59074,59074,29,27,17,25,31,31,21,0,2,75,58,50,118,140,142,193,198,192
ZCTA5 59075,59075,16,12,10,0,0,0,0,0,0,16,12,10,72,59,64,88,71,74
ZCTA5 59076,59076,0,0,0,6,5,0,0,0,0,6,5,0,12,15,25,18,20,25
ZCTA5 59077,59077,0,0,0,2,3,2,1,1,2,3,4,4,18,20,10,21,24,14
ZCTA5 59078,59078,9,7,0,8,5,5,0,0,0,17,12,5,57,55,54,74,67,59
ZCTA5 59079,59079,383,318,345,150,163,116,137,130,144,670,611,605,737,916,957,1407,1527,1562
ZCTA5 59081,59081,12,14,8,0,3,3,1,2,2,13,19,13,32,34,33,45,53,46
ZCTA5 59082,59082,1,1,1,5,3,5,0,0,0,6,4,6,3,2,0,9,6,6
ZCTA5 59083,59083,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4
ZCTA5 59085,59085,0,0,0,5,5,4,5,5,4,10,10,8,46,48,46,56,58,54
ZCTA5 59086,59086,93,86,76,45,36,36,30,20,29,168,142,141,288,257,293,456,399,434
ZCTA5 59087,59087,12,8,12,4,15,17,4,0,0,20,23,29,157,146,153,177,169,182
ZCTA5 59088,59088,24,26,32,36,19,12,0,0,0,60,45,44,394,454,418,454,499,462
ZCTA5 59089,59089,8,11,6,3,3,9,8,9,10,19,23,25,116,124,131,135,147,156
